"Time,s","Lumbar Flexion,deg","Lumbar Lateral - RT,deg","Lumbar Axial - RT,deg","Thoracic Flexion,deg","Thoracic Lateral - RT,deg","Thoracic Axial - RT,deg","LT Ellbogen Flexion,deg","RT Ellbogen Flexion,deg","LT Shoulder Total Flexion,deg","RT Shoulder Total Flexion,deg","LT Schulter Flexion,deg","RT Schulter Flexion,deg","LT Schulter Abduktion,deg","RT Schulter Abduktion,deg","LT Shoulder Rotation - out,deg","RT Shoulder Rotation - out,deg","LT Wrist Extension,deg","RT Wrist Extension,deg","LT Wrist Radial,deg","RT Wrist Radial,deg","LT Hand Supination,deg","RT Hand Supination,deg","LT Hüfte Flexion,deg","RT Hüfte Flexion,deg","LT Hüfte Abduktion,deg","RT Hüfte Abduktion,deg","LT Hip Rotation - out,deg","RT Hip Rotation - out,deg","LT Knie Flexion,deg","RT Knie Flexion,deg","LT Knee rotation - out,deg","RT Knee rotation - out,deg","LT Knee abduction,deg","RT Knee abduction,deg","LT Sprunggelenk Dorsiflexion,deg","RT Sprunggelenk Dorsiflexion,deg","LT Ankle Inversion,deg","RT Ankle Inversion,deg","LT Ankle Abduction,deg","RT Ankle Abduction,deg","Upper spine course,deg","Upper spine pitch,deg","Upper spine roll,deg","Lower spine course,deg","Lower spine pitch,deg","Lower spine roll,deg","Becken course,deg","Becken pitch,deg","Becken roll,deg","LT Upper arm course,deg","LT Upper arm pitch,deg","LT Upper arm roll,deg","LT Forearm course,deg","LT Forearm pitch,deg","LT Forearm roll,deg","LT Hand course,deg","LT Hand pitch,deg","LT Hand roll,deg","LT Thigh course,deg","LT Thigh pitch,deg","LT Thigh roll,deg","LT Shank course,deg","LT Shank pitch,deg","LT Shank roll,deg","LT Foot course,deg","LT Foot pitch,deg","LT Foot roll,deg","RT Upper arm course,deg","RT Upper arm pitch,deg","RT Upper arm roll,deg","RT Forearm course,deg","RT Forearm pitch,deg","RT Forearm roll,deg","RT Hand course,deg","RT Hand pitch,deg","RT Hand roll,deg","RT Thigh course,deg","RT Thigh pitch,deg","RT Thigh roll,deg","RT Shank course,deg","RT Shank pitch,deg","RT Shank roll,deg","RT Foot course,deg","RT Foot pitch,deg","RT Foot roll,deg","Noraxon MyoMotion.Sync,An","Upper spine Accel Earth X,mG","Upper spine Accel Earth Y,mG","Upper spine Accel Earth Z,mG","LT Upper arm Accel Earth X,mG","LT Upper arm Accel Earth Y,mG","LT Upper arm Accel Earth Z,mG","LT Forearm Accel Earth X,mG","LT Forearm Accel Earth Y,mG","LT Forearm Accel Earth Z,mG","LT Hand Accel Earth X,mG","LT Hand Accel Earth Y,mG","LT Hand Accel Earth Z,mG","RT Upper arm Accel Earth X,mG","RT Upper arm Accel Earth Y,mG","RT Upper arm Accel Earth Z,mG","RT Forearm Accel Earth X,mG","RT Forearm Accel Earth Y,mG","RT Forearm Accel Earth Z,mG","RT Hand Accel Earth X,mG","RT Hand Accel Earth Y,mG","RT Hand Accel Earth Z,mG","Lower spine Accel Earth X,mG","Lower spine Accel Earth Y,mG","Lower spine Accel Earth Z,mG","Becken Accel Earth X,mG","Becken Accel Earth Y,mG","Becken Accel Earth Z,mG","LT Thigh Accel Earth X,mG","LT Thigh Accel Earth Y,mG","LT Thigh Accel Earth Z,mG","LT Shank Accel Earth X,mG","LT Shank Accel Earth Y,mG","LT Shank Accel Earth Z,mG","LT Foot Accel Earth X,mG","LT Foot Accel Earth Y,mG","LT Foot Accel Earth Z,mG","RT Thigh Accel Earth X,mG","RT Thigh Accel Earth Y,mG","RT Thigh Accel Earth Z,mG","RT Shank Accel Earth X,mG","RT Shank Accel Earth Y,mG","RT Shank Accel Earth Z,mG","RT Foot Accel Earth X,mG","RT Foot Accel Earth Y,mG","RT Foot Accel Earth Z,mG","Upper spine Rot X,","Upper spine Rot Y,","Upper spine Rot Z,","LT Upper arm Rot X,","LT Upper arm Rot Y,","LT Upper arm Rot Z,","LT Forearm Rot X,","LT Forearm Rot Y,","LT Forearm Rot Z,","LT Hand Rot X,","LT Hand Rot Y,","LT Hand Rot Z,","RT Upper arm Rot X,","RT Upper arm Rot Y,","RT Upper arm Rot Z,","RT Forearm Rot X,","RT Forearm Rot Y,","RT Forearm Rot Z,","RT Hand Rot X,","RT Hand Rot Y,","RT Hand Rot Z,","Lower spine Rot X,","Lower spine Rot Y,","Lower spine Rot Z,","Becken Rot X,","Becken Rot Y,","Becken Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,"
0,-1.11209,-1.74424,-0.0206375,5.80943,1.96827,0.1419,0.420601,-0.654697,5.23561,3.8108,5.23079,3.79888,-0.221801,0.302243,-45.8763,-34.9982,1.49292,1.31236,-0.163103,-0.609956,48.1242,44.5096,0.973839,1.41149,2.07442,-0.411502,-1.1507,1.37858,0.103459,2.16813,1.89497,3.56301,-1.28363,0.254037,0.109581,0.252011,1.37286,0.271185,-1.44937,-1.45506,268.989,-4.96521,-0.355169,268.616,0.838374,-2.3025,268.65,-0.272725,-0.557945,314.827,0.597197,-0.209708,314.827,1.01776,-0.209746,356.687,-0.219848,1.52646,269.788,0.670679,1.53023,267.893,0.574915,0.22776,269.342,0.677875,-1.12814,233.953,-1.33136,0.13254,233.953,-1.98618,0.132579,188.416,-2.66089,1.02568,270.013,1.14184,-0.118849,273.582,-1.00171,-0.435636,272.123,-0.759729,-0.146008,0,2.23158,4.8907,1.51999,1.8672,5.50918,7.12479,12.4318,-10.1931,1.5524,4.44886,-18.8049,2.1946,-8.62219,47.2341,8.05239,13.0443,1.15875,22.2094,-70.6285,19.8012,53.3087,-18.6966,3.9655,-2.61011,-16.2198,9.07543,0.339448,-4.45129,2.10106,1.94502,-13.64,16.6825,6.29082,-3.07101,-13.7765,3.50567,-1.23423,-5.27847,-15.6956,21.0456,0.580732,18.1586,8.53241,-3.76247,-3.15795,0.555262,-0.122503,0.80271,0.61027,-0.393337,0.485872,0.448328,-0.562287,0.249159,0.330947,-0.561548,0.251781,-0.644323,-0.2621,-0.648718,-0.591271,-0.339979,-0.508932,-0.501133,-0.362879,-0.560463,0.740336,-0.155953,0.620579,0.492942,-0.125372,0.832679,0.421286,-0.703954,0.299026,0.235184,-0.74126,0.236771,0.251482,-0.245561,0.0472444,-0.63523,-0.509978,-0.464932,-0.476902,-0.628036,-0.419891,-0.298532,-0.0704367,-0.372204
0.01,-1.03543,-1.71425,-0.0815052,5.73638,1.95047,0.182709,0.399835,-0.561237,5.23686,3.68587,5.23141,3.67089,-0.239372,0.333846,-45.7417,-34.8389,1.50823,1.34245,-0.164949,-0.587475,48.0013,44.4002,0.974677,1.40244,2.07369,-0.4213,-1.04848,1.25887,0.100067,2.1515,1.81241,3.7164,-1.26159,0.236435,0.0859587,0.249395,1.38546,0.249948,-1.46185,-1.48954,268.972,-4.97722,-0.348493,268.559,0.753576,-2.27453,268.65,-0.278606,-0.559117,314.671,0.596749,-0.226557,314.662,0.996577,-0.226598,356.654,-0.239206,1.50877,269.684,0.668119,1.52665,267.868,0.576283,0.247203,269.333,0.6545,-1.12111,234.089,-1.46085,0.188178,234.081,-2.02195,0.188281,188.439,-2.65001,1.05789,269.894,1.12692,-0.113322,273.618,-0.998679,-0.415629,272.123,-0.759729,-0.146008,0,-2.32117,10.2547,-0.901234,-0.316756,1.43056,0.0735779,14.7113,-6.35758,0.167416,15.4787,-15.949,1.48874,0.125769,50.4485,-3.7021,25.2539,3.62695,15.7965,-61.9088,15.3309,49.0777,-7.34983,2.71195,-2.19735,-28.2049,19.3403,26.3771,-3.09117,15.0635,-5.60352,-18.067,7.68991,2.19313,1.67509,-10.1028,7.31184,25.1474,-0.113515,-15.1527,3.39866,-5.54921,11.8988,7.45236,-7.39953,-1.68424,0.555217,-0.122324,0.802794,0.610752,-0.3926,0.4866,0.448499,-0.562028,0.249641,0.330954,-0.561437,0.252152,-0.64396,-0.261918,-0.649759,-0.590732,-0.340779,-0.508635,-0.501252,-0.362999,-0.560582,0.73996,-0.155341,0.621181,0.492896,-0.125376,0.832704,0.421905,-0.703603,0.29946,0.235245,-0.741136,0.236954,0.251359,-0.245682,0.0473662,-0.634692,-0.51072,-0.464574,-0.477201,-0.627905,-0.419885,-0.298532,-0.0704367,-0.372204
0.02,-0.946834,-1.69331,-0.127221,5.67405,1.91359,0.217118,0.388367,-0.422494,5.23965,3.55208,5.23387,3.53499,-0.242266,0.348269,-45.6292,-34.6879,1.5198,1.3954,-0.169258,-0.57957,47.9107,44.2825,0.95793,1.39009,2.06489,-0.422578,-0.954115,1.1752,0.0831064,2.12192,1.71847,3.84021,-1.23762,0.24262,0.0590556,0.224107,1.40332,0.242596,-1.46856,-1.52057,268.939,-4.9958,-0.353731,268.501,0.672657,-2.23991,268.642,-0.269265,-0.544811,314.526,0.590694,-0.245001,314.526,0.978973,-0.245045,356.6,-0.253379,1.48869,269.581,0.662999,1.53143,267.868,0.589972,0.276169,269.333,0.641143,-1.11057,234.21,-1.59967,0.256254,234.21,-2.02227,0.256256,188.445,-2.63144,1.0685,269.802,1.12361,-0.0995018,273.646,-0.974468,-0.407885,272.123,-0.759729,-0.146008,0,8.08745,16.135,-8.23217,-7.61882,-9.78565,1.64324,12.8071,-3.92713,-4.01797,16.022,-24.4265,-3.25982,14.5194,45.6085,-11.1188,22.5532,11.7694,3.87058,-65.3597,11.8681,49.0561,1.27056,-2.81026,-3.13214,-12.9838,7.69049,-16.1138,-24.1112,20.334,2.22288,-5.80298,3.90799,-2.4817,8.09629,-5.96983,0.100162,38.1839,3.57574,-3.10951,3.6601,1.67767,0.155202,-6.80433,0.87791,1.42108,0.555105,-0.122204,0.80293,0.611142,-0.391944,0.48729,0.44869,-0.561854,0.250133,0.331024,-0.561331,0.252587,-0.643529,-0.261916,-0.650793,-0.590254,-0.341456,-0.508095,-0.501383,-0.363066,-0.560531,0.739603,-0.154732,0.621737,0.492996,-0.125248,0.832667,0.422504,-0.703217,0.29994,0.235245,-0.740953,0.237076,0.251225,-0.245732,0.0474252,-0.634336,-0.511278,-0.464215,-0.477437,-0.627651,-0.419939,-0.298532,-0.0704367,-0.372204
0.03,-0.895173,-1.6636,-0.167451,5.60275,1.86664,0.24059,0.365121,-0.267371,5.2381,3.424,5.23295,3.40537,-0.237098,0.356329,-45.5553,-34.6487,1.52614,1.46162,-0.154486,-0.561441,47.8741,44.2797,0.99561,1.42137,2.06342,-0.42556,-0.877227,1.10441,0.0831064,2.07571,1.63402,3.94648,-1.23337,0.264979,0.0419951,0.179634,1.41697,0.255665,-1.45705,-1.54901,268.915,-5.01284,-0.358559,268.46,0.584349,-2.19567,268.634,-0.304206,-0.53027,314.429,0.577687,-0.258662,314.429,0.942571,-0.258481,356.534,-0.265477,1.46861,269.503,0.668119,1.54379,267.868,0.59271,0.293628,269.324,0.627786,-1.10705,234.217,-1.72746,0.327807,234.217,-1.99497,0.327873,188.451,-2.59599,1.03982,269.729,1.11947,-0.0829182,273.673,-0.930587,-0.413048,272.123,-0.761925,-0.138073,0,9.88738,7.21892,-4.58688,-5.08477,-10.9118,-4.42694,8.45876,-12.8984,-13.2867,16.4013,-21.0584,-10.8447,26.9007,10.2954,2.7049,29.8396,9.24404,0.571303,-44.1688,-0.125922,48.1279,-0.5294,0.606296,-1.90599,-0.745738,-2.44401,-8.04691,-32.8901,13.8528,-6.62234,-2.75193,-7.43778,-14.6593,1.86122,-13.1861,4.70762,45.0493,17.4814,-4.09666,-2.549,2.0003,-8.43262,-3.34816,-5.76913,-7.52645,0.555007,-0.122074,0.803061,0.611375,-0.391449,0.48783,0.448756,-0.561617,0.250686,0.331192,-0.561184,0.253125,-0.642919,-0.262527,-0.651464,-0.590049,-0.341932,-0.507465,-0.50168,-0.362877,-0.560338,0.739198,-0.154127,0.622306,0.492765,-0.125068,0.832812,0.422993,-0.702852,0.300307,0.235177,-0.740873,0.237131,0.251163,-0.245792,0.047547,-0.634068,-0.511746,-0.463892,-0.477624,-0.62729,-0.420065,-0.298604,-0.0704392,-0.372217
0.04,-0.824348,-1.62626,-0.2116,5.53793,1.83801,0.277132,0.355822,-0.143561,5.22847,3.35225,5.22278,3.33251,-0.245367,0.363964,-45.505,-34.7783,1.55264,1.51809,-0.152332,-0.547009,47.8806,44.4185,1.0065,1.43371,2.08359,-0.448989,-0.832666,1.03232,0.0814103,2.05723,1.58372,4.07399,-1.2411,0.284484,0.0242784,0.15609,1.41697,0.261383,-1.45033,-1.60332,268.906,-5.02949,-0.355066,268.419,0.502692,-2.16037,268.634,-0.313547,-0.532146,314.361,0.561765,-0.281432,314.361,0.917507,-0.281483,356.469,-0.284835,1.45618,269.459,0.669826,1.56133,267.876,0.596816,0.303547,269.324,0.612759,-1.09827,234.074,-1.80295,0.379566,234.074,-1.94665,0.379663,188.451,-2.55789,0.985216,269.656,1.12112,-0.06311,273.727,-0.90789,-0.413048,272.131,-0.764121,-0.130138,0,9.91181,6.09067,-16.9217,-3.85109,-8.56815,-5.69003,2.89282,-10.5378,-4.76373,4.41811,-17.4794,-7.80304,43.628,15.3559,6.75603,37.8762,11.9097,6.42716,-43.0904,11.9625,37.518,2.6117,3.79345,-11.5088,-8.78905,3.92671,15.355,-44.2656,5.69779,-8.15057,-12.1444,-23.4899,-5.36739,11.2604,-15.7446,-1.20195,32.8613,13.3948,1.0365,-20.1305,14.5183,-21.9352,1.08005,-5.95725,-4.31586,0.55491,-0.121957,0.803158,0.611435,-0.391203,0.488257,0.44888,-0.561436,0.251175,0.331384,-0.560953,0.25368,-0.642246,-0.263747,-0.651463,-0.590205,-0.342012,-0.506945,-0.501982,-0.36257,-0.56003,0.738823,-0.153576,0.622848,0.492694,-0.125066,0.832856,0.423235,-0.702604,0.300549,0.235122,-0.74083,0.237136,0.251044,-0.245856,0.0476086,-0.633837,-0.512184,-0.463536,-0.477946,-0.626945,-0.420263,-0.298659,-0.0704379,-0.37221
0.05,-0.760744,-1.59118,-0.262541,5.48009,1.80319,0.305672,0.338465,-0.0197517,5.21386,3.29707,5.20798,3.27821,-0.245987,0.353359,-45.502,-35.0053,1.57765,1.57272,-0.145562,-0.532071,47.9086,44.6651,1.01236,1.4189,2.10963,-0.470288,-0.81956,0.974401,0.0915866,2.02026,1.57139,4.18857,-1.26005,0.295901,0.0144358,0.142138,1.42117,0.250765,-1.44457,-1.66538,268.882,-5.04382,-0.354964,268.37,0.430826,-2.123,268.642,-0.320235,-0.530036,314.341,0.541806,-0.302608,314.342,0.880508,-0.302662,356.415,-0.309378,1.43897,269.451,0.668972,1.58923,267.876,0.587234,0.313467,269.324,0.592723,-1.093,233.832,-1.8513,0.434802,233.832,-1.87134,0.434691,188.451,-2.49829,0.910185,269.601,1.09958,-0.0409984,273.79,-0.894272,-0.403367,272.131,-0.764121,-0.130138,0,15.8491,6.04286,-9.1334,-2.40068,-15.8275,-4.54957,4.3667,-6.66739,-10.0297,2.99324,-20.7089,-7.46936,42.7756,15.4569,-3.97633,37.1353,9.37394,9.28368,-39.8937,13.3792,27.4477,9.69684,-2.81846,-14.5438,-7.92347,12.3178,6.18993,-49.4588,-4.30895,-8.65998,0.957193,-28.1963,-0.865709,4.55998,-23.0265,-9.81589,27.8472,14.1894,4.09666,-31.503,15.6152,-10.1398,7.88438,-4.89122,-6.52643,0.554834,-0.121832,0.803258,0.611336,-0.391157,0.488519,0.448946,-0.561198,0.251727,0.331445,-0.560771,0.254169,-0.641502,-0.265512,-0.651023,-0.59068,-0.341761,-0.506445,-0.502461,-0.362135,-0.559592,0.738503,-0.153023,0.623324,0.492641,-0.125068,0.83287,0.423198,-0.702462,0.300689,0.235003,-0.74084,0.237201,0.250921,-0.245977,0.0476696,-0.63366,-0.512617,-0.463296,-0.478356,-0.626618,-0.420431,-0.298659,-0.0704379,-0.37221
0.06,-0.700196,-1.54789,-0.309302,5.43122,1.75909,0.331011,0.30778,0.127182,5.20144,3.24333,5.19504,3.22581,-0.256322,0.337028,-45.5227,-35.2478,1.61086,1.64583,-0.133252,-0.534826,47.9625,44.902,1.03497,1.39832,2.12357,-0.480512,-0.851015,0.940934,0.108547,2.00732,1.61124,4.26896,-1.26933,0.273066,0.00853025,0.159578,1.42958,0.222176,-1.44457,-1.73003,268.865,-5.06434,-0.352396,268.337,0.361362,-2.07417,268.65,-0.327616,-0.524172,314.341,0.523865,-0.331753,314.342,0.831873,-0.331812,356.371,-0.337377,1.41794,269.494,0.682625,1.60956,267.884,0.583128,0.324181,269.324,0.584375,-1.08948,233.575,-1.89823,0.500203,233.575,-1.77093,0.500239,188.439,-2.43869,0.825334,269.583,1.07141,-0.0262574,273.853,-0.912429,-0.367871,272.123,-0.761925,-0.122202,0,6.58887,2.8302,-7.08881,-5.5349,2.25237,-8.76803,-1.16262,-10.3065,-8.26424,-0.0205017,-11.2974,-5.12074,47.443,12.2792,4.61205,20.6589,2.39545,8.06966,-47.9818,11.654,21.4142,2.55876,-1.70418,-6.34926,-5.4066,20.7415,-21.7047,-38.2069,-5.98268,-7.17806,2.63228,-17.4389,5.30968,11.4465,-16.2694,-6.6107,24.376,1.13515,-0.542931,-38.4964,-3.80702,-7.70835,-4.64422,-4.89122,1.00002,0.554709,-0.121709,0.803376,0.611123,-0.391321,0.488679,0.448882,-0.56101,0.252275,0.331453,-0.560601,0.254663,-0.640725,-0.267472,-0.650492,-0.591408,-0.340965,-0.506136,-0.502894,-0.361712,-0.559049,0.738192,-0.152473,0.623746,0.492582,-0.125068,0.832873,0.42294,-0.702499,0.300496,0.234934,-0.740814,0.237253,0.25086,-0.246039,0.0476696,-0.633569,-0.512898,-0.463214,-0.478848,-0.626501,-0.420434,-0.298722,-0.0704382,-0.372151
0.07,-0.640758,-1.53035,-0.325498,5.3841,1.72426,0.344081,0.284224,0.305429,5.17844,3.16785,5.17192,3.15213,-0.259836,0.315817,-45.5523,-35.4178,1.66274,1.73811,-0.123097,-0.531128,48.0078,45.0631,1.06176,1.36705,2.12063,-0.487328,-0.939262,0.991134,0.140772,1.9722,1.70993,4.26249,-1.25773,0.259746,0.0249346,0.171786,1.46319,0.186236,-1.46569,-1.7602,268.849,-5.08409,-0.353731,268.313,0.294484,-2.03933,268.642,-0.334881,-0.507286,314.351,0.497627,-0.365452,314.351,0.781746,-0.365517,356.338,-0.378167,1.40503,269.572,0.700544,1.6251,267.859,0.570808,0.350369,269.324,0.586045,-1.09827,233.379,-1.96156,0.57617,233.386,-1.65641,0.576036,188.41,-2.3689,0.723199,269.619,1.03246,-0.00230328,273.88,-0.918482,-0.331084,272.123,-0.755338,-0.122202,0,8.15261,-8.12248,-3.71255,-6.53518,7.35065,-5.51834,-0.979532,-9.77855,-10.258,7.96489,-15.3946,-11.6532,47.6386,14.1895,4.74916,8.26168,13.4634,1.65678,-23.0396,8.90895,17.3019,4.42931,-13.486,1.66319,2.31711,4.77397,-8.58604,-29.9226,4.91434,-2.73229,-2.63228,-5.29469,-0.461711,9.39914,-5.44501,1.90308,24.6074,-8.62718,-2.31979,-32.2219,-14.97,6.415,-2.26811,-3.82518,-0.578957,0.554591,-0.121588,0.803503,0.610833,-0.391514,0.488874,0.448742,-0.560866,0.252753,0.331367,-0.560377,0.255072,-0.640006,-0.269187,-0.6502,-0.592258,-0.340046,-0.505827,-0.503384,-0.361225,-0.558379,0.737877,-0.152043,0.624165,0.492568,-0.124882,0.83291,0.422506,-0.702671,0.300124,0.234938,-0.740705,0.237563,0.250932,-0.246049,0.0476716,-0.633768,-0.512911,-0.463286,-0.479213,-0.626437,-0.42031,-0.298723,-0.0703775,-0.372152
0.08,-0.577988,-1.5029,-0.357891,5.34671,1.68454,0.367019,0.271206,0.513544,5.1626,3.08838,5.1562,3.07299,-0.26025,0.306909,-45.5582,-35.5129,1.71724,1.83997,-0.126482,-0.528735,48.0466,45.1234,1.07348,1.34236,2.121,-0.482216,-1.02751,1.0748,0.166213,1.95557,1.85321,4.15715,-1.25811,0.241668,0.038058,0.180506,1.48735,0.164181,-1.51272,-1.74727,268.841,-5.11003,-0.35445,268.288,0.231301,-1.99807,268.65,-0.334074,-0.493684,314.361,0.469146,-0.395963,314.351,0.74057,-0.395806,356.295,-0.426215,1.39308,269.667,0.70993,1.64025,267.809,0.555751,0.364257,269.324,0.584375,-1.10705,233.28,-2.04101,0.647054,233.288,-1.52745,0.646844,188.38,-2.29855,0.605743,269.711,1.00843,0.00737051,273.871,-0.929074,-0.302687,272.123,-0.757534,-0.115854,0,16.6636,-7.80217,-11.2856,2.00057,12.6315,-12.3856,-6.13352,-7.48336,-6.97058,9.46151,-8.04377,-10.4597,32.8538,0.101026,1.69524,-8.38358,4.62981,-0.157108,-14.0733,5.7735,13.4162,8.69098,-12.6503,0.400622,-1.26509,0.162934,2.13653,-13.1066,2.31473,-4.72363,-14.5374,1.00851,-4.5594,6.70038,-7.67549,-0.500811,20.0562,-4.71089,-1.87558,-33.333,-12.518,2.69016,-1.94409,-9.21806,-1.05265,0.554414,-0.121528,0.803634,0.610578,-0.391629,0.489109,0.448572,-0.560883,0.253127,0.331265,-0.560104,0.255514,-0.639385,-0.270404,-0.65025,-0.593125,-0.339138,-0.505411,-0.503867,-0.360672,-0.557641,0.737579,-0.151618,0.624538,0.492584,-0.124825,0.832876,0.421911,-0.70294,0.299708,0.235129,-0.740606,0.237936,0.250985,-0.246102,0.0476701,-0.634174,-0.512527,-0.463576,-0.479285,-0.626574,-0.420076,-0.298778,-0.0703762,-0.372145
0.09,-0.522717,-1.47518,-0.381664,5.30233,1.64431,0.367019,0.248889,0.718288,5.13556,3.01491,5.12877,2.99877,-0.261077,0.312848,-45.5553,-35.5403,1.78143,1.92905,-0.123712,-0.520685,48.0574,45.1178,1.08018,1.33248,2.10853,-0.47753,-1.12275,1.20996,0.178085,1.92784,1.99555,3.98344,-1.24651,0.258319,0.0479007,0.163066,1.4968,0.17725,-1.54247,-1.72314,268.832,-5.12358,-0.356094,268.28,0.173291,-1.95955,268.667,-0.33638,-0.483364,314.341,0.442235,-0.426929,314.342,0.69104,-0.427006,356.273,-0.483252,1.38686,269.78,0.711636,1.63945,267.784,0.546169,0.37378,269.324,0.584375,-1.10705,233.242,-2.11678,0.693062,233.25,-1.39849,0.692835,188.339,-2.23183,0.478466,269.866,0.996001,0.0152017,273.853,-0.913943,-0.307204,272.123,-0.759729,-0.107919,0,15.7921,-6.85559,-12.2541,7.88557,9.32908,-10.1905,2.78297,-3.70023,-4.44412,5.45344,-3.56095,-7.91854,21.3948,-10.9934,-3.68964,-14.0477,3.58018,-0.785542,-3.47404,9.35597,7.98714,8.35569,-16.9435,-7.79392,0.57262,0.830964,2.83539,-4.69858,3.70356,-0.18524,-14.0588,12.6064,-6.11767,3.72243,-17.5815,1.00162,4.08837,14.7003,-0.691003,-32.1566,-6.64615,-5.06992,-2.26811,-11.4755,-4.2106,0.554327,-0.121461,0.803719,0.610375,-0.391678,0.489399,0.448276,-0.560894,0.253437,0.331084,-0.559803,0.255882,-0.638903,-0.271077,-0.650501,-0.593932,-0.338413,-0.504873,-0.504315,-0.360077,-0.556871,0.737287,-0.151315,0.624854,0.492564,-0.12482,0.832842,0.421231,-0.703353,0.299214,0.235249,-0.740541,0.238179,0.250985,-0.246102,0.0476701,-0.634868,-0.511752,-0.46402,-0.479164,-0.626576,-0.420016,-0.29885,-0.0703787,-0.372159
