"Time,s","Lumbar Flexion,deg","Lumbar Lateral - RT,deg","Lumbar Axial - RT,deg","Thoracic Flexion,deg","Thoracic Lateral - RT,deg","Thoracic Axial - RT,deg","LT Ellbogen Flexion,deg","RT Ellbogen Flexion,deg","LT Shoulder Total Flexion,deg","RT Shoulder Total Flexion,deg","LT Schulter Flexion,deg","RT Schulter Flexion,deg","LT Schulter Abduktion,deg","RT Schulter Abduktion,deg","LT Shoulder Rotation - out,deg","RT Shoulder Rotation - out,deg","LT Wrist Extension,deg","RT Wrist Extension,deg","LT Wrist Radial,deg","RT Wrist Radial,deg","LT Hand Supination,deg","RT Hand Supination,deg","LT Hüfte Flexion,deg","RT Hüfte Flexion,deg","LT Hüfte Abduktion,deg","RT Hüfte Abduktion,deg","LT Hip Rotation - out,deg","RT Hip Rotation - out,deg","LT Knie Flexion,deg","RT Knie Flexion,deg","LT Knee rotation - out,deg","RT Knee rotation - out,deg","LT Knee abduction,deg","RT Knee abduction,deg","LT Sprunggelenk Dorsiflexion,deg","RT Sprunggelenk Dorsiflexion,deg","LT Ankle Inversion,deg","RT Ankle Inversion,deg","LT Ankle Abduction,deg","RT Ankle Abduction,deg","Upper spine course,deg","Upper spine pitch,deg","Upper spine roll,deg","Lower spine course,deg","Lower spine pitch,deg","Lower spine roll,deg","Becken course,deg","Becken pitch,deg","Becken roll,deg","LT Upper arm course,deg","LT Upper arm pitch,deg","LT Upper arm roll,deg","LT Forearm course,deg","LT Forearm pitch,deg","LT Forearm roll,deg","LT Hand course,deg","LT Hand pitch,deg","LT Hand roll,deg","LT Thigh course,deg","LT Thigh pitch,deg","LT Thigh roll,deg","LT Shank course,deg","LT Shank pitch,deg","LT Shank roll,deg","LT Foot course,deg","LT Foot pitch,deg","LT Foot roll,deg","RT Upper arm course,deg","RT Upper arm pitch,deg","RT Upper arm roll,deg","RT Forearm course,deg","RT Forearm pitch,deg","RT Forearm roll,deg","RT Hand course,deg","RT Hand pitch,deg","RT Hand roll,deg","RT Thigh course,deg","RT Thigh pitch,deg","RT Thigh roll,deg","RT Shank course,deg","RT Shank pitch,deg","RT Shank roll,deg","RT Foot course,deg","RT Foot pitch,deg","RT Foot roll,deg","Noraxon MyoMotion.Sync,An","Upper spine Accel Earth X,mG","Upper spine Accel Earth Y,mG","Upper spine Accel Earth Z,mG","LT Upper arm Accel Earth X,mG","LT Upper arm Accel Earth Y,mG","LT Upper arm Accel Earth Z,mG","LT Forearm Accel Earth X,mG","LT Forearm Accel Earth Y,mG","LT Forearm Accel Earth Z,mG","LT Hand Accel Earth X,mG","LT Hand Accel Earth Y,mG","LT Hand Accel Earth Z,mG","RT Upper arm Accel Earth X,mG","RT Upper arm Accel Earth Y,mG","RT Upper arm Accel Earth Z,mG","RT Forearm Accel Earth X,mG","RT Forearm Accel Earth Y,mG","RT Forearm Accel Earth Z,mG","RT Hand Accel Earth X,mG","RT Hand Accel Earth Y,mG","RT Hand Accel Earth Z,mG","Lower spine Accel Earth X,mG","Lower spine Accel Earth Y,mG","Lower spine Accel Earth Z,mG","Becken Accel Earth X,mG","Becken Accel Earth Y,mG","Becken Accel Earth Z,mG","LT Thigh Accel Earth X,mG","LT Thigh Accel Earth Y,mG","LT Thigh Accel Earth Z,mG","LT Shank Accel Earth X,mG","LT Shank Accel Earth Y,mG","LT Shank Accel Earth Z,mG","LT Foot Accel Earth X,mG","LT Foot Accel Earth Y,mG","LT Foot Accel Earth Z,mG","RT Thigh Accel Earth X,mG","RT Thigh Accel Earth Y,mG","RT Thigh Accel Earth Z,mG","RT Shank Accel Earth X,mG","RT Shank Accel Earth Y,mG","RT Shank Accel Earth Z,mG","RT Foot Accel Earth X,mG","RT Foot Accel Earth Y,mG","RT Foot Accel Earth Z,mG","Upper spine Rot X,","Upper spine Rot Y,","Upper spine Rot Z,","LT Upper arm Rot X,","LT Upper arm Rot Y,","LT Upper arm Rot Z,","LT Forearm Rot X,","LT Forearm Rot Y,","LT Forearm Rot Z,","LT Hand Rot X,","LT Hand Rot Y,","LT Hand Rot Z,","RT Upper arm Rot X,","RT Upper arm Rot Y,","RT Upper arm Rot Z,","RT Forearm Rot X,","RT Forearm Rot Y,","RT Forearm Rot Z,","RT Hand Rot X,","RT Hand Rot Y,","RT Hand Rot Z,","Lower spine Rot X,","Lower spine Rot Y,","Lower spine Rot Z,","Becken Rot X,","Becken Rot Y,","Becken Rot Z,","LT Thigh Rot X,","LT Thigh Rot Y,","LT Thigh Rot Z,","LT Shank Rot X,","LT Shank Rot Y,","LT Shank Rot Z,","LT Foot Rot X,","LT Foot Rot Y,","LT Foot Rot Z,","RT Thigh Rot X,","RT Thigh Rot Y,","RT Thigh Rot Z,","RT Shank Rot X,","RT Shank Rot Y,","RT Shank Rot Z,","RT Foot Rot X,","RT Foot Rot Y,","RT Foot Rot Z,"
0,-0.324253,0.0934029,0.160655,0.0347819,1.40605,2.3329,-0.26534,0.720878,1.58079,2.75512,1.25566,-0.54849,-0.960633,-2.7001,-39.6506,-40.3158,1.09461,5.27027,0.771956,-1.64924,42.0735,44.3489,1.02418,-0.510759,0.534745,-0.659204,0.659033,-0.179,0.211716,0.404586,1.26046,-0.342192,-0.571613,0.0846243,-0.970876,1.06979,0.0990853,0.773294,-2.03534,1.63364,272.898,-0.00172408,0.391793,270.569,0.0486762,-1.01452,270.414,-0.278456,-1.10809,312.563,1.32792,0.36231,312.562,1.06209,0.36206,360.482,0.148007,2.33793,269.738,0.738338,-0.581681,268.479,0.501252,-1.16457,270.533,-0.42663,-1.27942,232.618,1.58066,2.71388,232.652,2.30046,2.71498,187.042,-1.36835,-2.25719,270.239,-0.790894,-0.446695,269.909,-1.1981,-0.523767,271.532,-0.114281,0.246112,0,8.54861,-11.3658,-8.5608,0.808348,0.779095,-2.66199,-9.92771,-1.08709,-4.63443,-16.4054,-4.4157,5.40414,-2.05027,-0.994327,-1.28529,2.51724,-4.31061,5.40535,4.91358,1.30773,-1.68606,2.75473,-7.85847,-3.45813,2.8786,-1.27036,-5.53917,-14.0129,10.0074,-5.00199,-2.95547,-5.34152,-9.75721,6.39078,-8.58493,-8.88419,-10.482,-9.52751,-5.67749,-10.9188,-16.1868,-0.208948,1.81841,-5.43696,-5.91566,0.563099,-0.138562,0.792917,0.600498,-0.40255,0.483609,0.413365,-0.585864,0.225788,0.316059,-0.573582,0.226454,-0.65502,-0.303735,-0.60161,-0.608616,-0.334492,-0.483548,-0.537975,-0.337348,-0.539989,0.78262,-0.183783,0.559407,0.486235,-0.133065,0.830006,0.422388,-0.714215,0.285356,0.240549,-0.745756,0.237131,0.242501,-0.246163,0.0537737,-0.631208,-0.522192,-0.467928,-0.467131,-0.642374,-0.396082,-0.298349,-0.0736717,-0.35609
0.01,-0.343353,0.0672087,0.16136,0.0284451,1.40642,2.35224,-0.290691,0.636488,1.59103,2.77676,1.2751,-0.55148,-0.951688,-2.72187,-39.6087,-40.2462,1.09328,5.23336,0.794703,-1.66042,42.0331,44.2997,1.02983,-0.509837,0.518182,-0.682334,0.514046,-0.387106,0.220842,0.406599,1.34816,-0.148567,-0.551271,0.11525,-0.967945,1.06675,0.115951,0.777219,-2.00513,1.68366,272.881,0.026206,0.371357,270.535,0.0697143,-1.0364,270.38,-0.276482,-1.10368,312.506,1.37225,0.382397,312.504,1.08144,0.382474,360.46,0.160284,2.38209,269.843,0.747927,-0.592344,268.496,0.499752,-1.15588,270.523,-0.42663,-1.28719,232.674,1.59711,2.70054,232.707,2.23308,2.70138,187.042,-1.40906,-2.18318,269.995,-0.789879,-0.415788,269.853,-1.19637,-0.527294,271.532,-0.114281,0.246112,0,8.54861,-11.3658,-8.5608,4.43367,1.02952,-4.44241,-4.47157,1.53241,-3.30488,-13.8917,-6.21191,-1.81922,0.720366,16.4804,3.09341,7.51269,6.20684,0.843389,0.432803,3.61548,-0.74267,12.8139,-20.387,-0.321687,6.51066,4.504,-6.71091,0.913886,5.82848,-1.97753,-2.27344,-3.89786,-1.39389,2.50074,-9.5313,-7.87843,13.6146,-19.1157,0.180238,-9.00803,-2.3124,-13.4771,-7.07159,-2.71848,2.04359,0.563268,-0.138681,0.792835,0.600992,-0.402248,0.483552,0.413416,-0.58585,0.225599,0.316417,-0.573384,0.226326,-0.655263,-0.303246,-0.601731,-0.608386,-0.334744,-0.483986,-0.537621,-0.337783,-0.540368,0.78277,-0.183668,0.559365,0.486297,-0.132882,0.830069,0.421775,-0.714636,0.284805,0.240371,-0.745774,0.237075,0.242571,-0.246173,0.0538369,-0.630235,-0.523599,-0.467015,-0.466832,-0.642565,-0.395904,-0.298349,-0.0736717,-0.35609
0.02,-0.365118,0.0289515,0.165118,0.0123919,1.41164,2.36836,-0.293226,0.563281,1.57013,2.80381,1.26955,-0.560117,-0.924497,-2.74755,-39.5816,-40.1647,1.09858,5.19125,0.81508,-1.68106,42.0355,44.2282,1.03999,-0.512602,0.51345,-0.69945,0.348555,-0.58357,0.228142,0.412638,1.47917,0.036533,-0.551949,0.140235,-0.964038,1.087,0.118059,0.780163,-2.0001,1.72623,272.873,0.0599979,0.346651,270.51,0.0866272,-1.06784,270.347,-0.281416,-1.09682,312.467,1.39231,0.401725,312.465,1.09977,0.401733,360.416,0.167786,2.42625,269.982,0.75392,-0.588197,268.505,0.49675,-1.15311,270.523,-0.42663,-1.28719,232.745,1.61304,2.68755,232.77,2.17606,2.68818,187.035,-1.44472,-2.1056,269.77,-0.798001,-0.389546,269.816,-1.21026,-0.52994,271.532,-0.106828,0.246112,0,8.54861,-11.3518,-8.5608,0.734862,2.19816,-1.64213,-1.08713,-4.36147,-8.24321,-14.487,-7.43434,2.80909,-1.32991,10.8318,-6.60073,2.51724,-2.09467,-0.536702,-0.611015,2.81738,1.82657,5.33173,-15.0793,1.39397,7.6505,-0.854605,-12.3566,7.8188,-6.92819,6.97952,2.27344,-0.721827,-1.11511,-0.41679,-8.78772,6.3698,27.2292,-9.83093,8.47118,-3.95807,2.56933,-2.71632,1.81841,-5.33628,1.29069,0.563459,-0.138866,0.792724,0.601282,-0.401994,0.48354,0.41342,-0.585795,0.225357,0.316857,-0.573101,0.226335,-0.655505,-0.302757,-0.601852,-0.6082,-0.334681,-0.484534,-0.537274,-0.338284,-0.540692,0.782875,-0.183664,0.559353,0.486306,-0.132701,0.830144,0.420942,-0.715101,0.284209,0.240314,-0.745785,0.237079,0.242571,-0.246173,0.0538369,-0.629306,-0.52493,-0.466211,-0.466577,-0.642795,-0.395772,-0.29835,-0.073611,-0.356092
0.03,-0.374002,-0.00723786,0.157602,-0.00140817,1.42395,2.38899,-0.283086,0.496176,1.56246,2.82201,1.27074,-0.569419,-0.908755,-2.76409,-39.547,-40.0885,1.11381,5.14913,0.808919,-1.70773,42.0188,44.1692,1.04903,-0.509837,0.511676,-0.705001,0.19771,-0.727643,0.253694,0.444843,1.62708,0.176576,-0.551271,0.128951,-0.954271,1.10015,0.115951,0.752686,-2.01017,1.76241,272.856,0.0917209,0.327435,270.468,0.103953,-1.10078,270.322,-0.273127,-1.09388,312.419,1.42081,0.419537,312.417,1.13847,0.419451,360.383,0.163694,2.47279,270.104,0.774296,-0.584643,268.479,0.487746,-1.15074,270.503,-0.42663,-1.28201,232.809,1.62487,2.67281,232.825,2.12078,2.67381,187.029,-1.48451,-2.02682,269.601,-0.787849,-0.378466,269.779,-1.23109,-0.511423,271.532,-0.114281,0.236824,0,8.54861,-11.3518,-8.58425,1.27376,-0.890394,2.71384,-10.8713,-4.85918,1.97533,-5.22591,0.823265,13.4033,-3.491,7.87,-1.04566,7.16145,-1.22373,0.115008,-4.27711,-8.22138,4.95783,11.3033,-16.0358,-0.589759,7.9403,-0.415754,-8.45078,25.8934,-12.7567,6.97952,3.41016,-7.507,-1.39389,2.91753,-1.21676,2.84965,35.5425,-0.910272,11.8056,-4.6405,13.1036,-3.34316,5.25318,-2.91985,0.968017,0.563654,-0.138991,0.79262,0.601662,-0.401698,0.483551,0.413583,-0.585768,0.225042,0.317214,-0.572779,0.226328,-0.655724,-0.302257,-0.602011,-0.608066,-0.334735,-0.485012,-0.536909,-0.338773,-0.54106,0.782998,-0.183603,0.559354,0.486403,-0.132572,0.830163,0.420247,-0.715489,0.283583,0.240427,-0.745757,0.237253,0.242573,-0.246114,0.0539594,-0.628586,-0.525856,-0.46561,-0.466466,-0.643055,-0.395538,-0.298287,-0.0736715,-0.35615
0.04,-0.37489,-0.0454951,0.16183,-0.00873067,1.42581,2.39286,-0.27717,0.421953,1.54966,2.85152,1.27709,-0.572741,-0.877986,-2.79326,-39.4964,-40.0517,1.11712,5.11223,0.816028,-1.7245,41.9832,44.1454,1.03209,-0.518134,0.514042,-0.699912,0.0864066,-0.813505,0.271946,0.489126,1.73908,0.273997,-0.562798,0.120086,-0.943527,1.13355,0.108572,0.741891,-2.02653,1.76454,272.847,0.12172,0.301508,270.451,0.125403,-1.12945,270.297,-0.252801,-1.08456,312.352,1.44579,0.44455,312.35,1.168,0.444872,360.361,0.166422,2.52053,270.191,0.777892,-0.571612,268.462,0.471237,-1.14916,270.503,-0.430292,-1.27424,232.833,1.64594,2.65947,232.849,2.06722,2.66022,187.023,-1.51763,-1.95878,269.498,-0.776681,-0.373217,269.769,-1.26235,-0.499078,271.532,-0.114281,0.239146,0,6.36129,-5.94219,-1.80598,3.82128,5.84321,-2.78299,-9.72259,-12.4819,6.32486,-5.13771,-2.76917,-0.829349,3.71265,15.9939,-0.108923,-3.16118,0.661475,2.64517,-6.69571,8.47138,13.067,8.01537,-21.7374,2.11777,4.57871,-0.600534,-5.50366,36.5554,-8.68774,4.76934,-12.7313,-18.7675,-1.11511,6.25185,-9.4637,6.53742,46.7475,3.88383,11.9858,5.5959,2.05547,4.80579,0.808182,-0.604107,0.322672,0.563818,-0.139169,0.792531,0.602092,-0.401273,0.483615,0.413782,-0.585667,0.224867,0.317589,-0.57249,0.226274,-0.655902,-0.301949,-0.602007,-0.607989,-0.334788,-0.485488,-0.536597,-0.339196,-0.541358,0.783111,-0.183662,0.559287,0.48659,-0.132451,0.830108,0.419653,-0.715761,0.283228,0.240491,-0.745766,0.237439,0.242501,-0.246102,0.054018,-0.62815,-0.526399,-0.465238,-0.466444,-0.643268,-0.395458,-0.298294,-0.0736731,-0.356097
0.05,-0.396655,-0.0727233,0.149851,-0.000140817,1.42544,2.39801,-0.25858,0.354847,1.53175,2.87414,1.27748,-0.569752,-0.845428,-2.8172,-39.4261,-40.0465,1.12838,5.08444,0.828349,-1.74901,41.9285,44.158,1.01967,-0.503383,0.519957,-0.689735,0.0615098,-0.838245,0.271946,0.529384,1.76021,0.304441,-0.569579,0.114444,-0.951341,1.14266,0.108572,0.749742,-2.02653,1.76561,272.83,0.144133,0.279395,270.434,0.155516,-1.15234,270.288,-0.24392,-1.08015,312.265,1.4574,0.465774,312.263,1.19957,0.465671,360.328,0.169151,2.57423,270.208,0.775494,-0.560949,268.453,0.468236,-1.14521,270.503,-0.443109,-1.27165,232.817,1.6665,2.64472,232.833,2.02057,2.64507,187.023,-1.55765,-1.8991,269.46,-0.753329,-0.379632,269.769,-1.27971,-0.500842,271.523,-0.121735,0.24379,0,10.8764,-5.98423,-6.07465,0.31844,-3.812,-2.09156,-3.85622,-11.5651,-3.45683,-6.12997,-6.23686,-9.28336,-5.45816,8.86432,2.11311,-5.7955,-6.41631,7.30298,-18.9415,1.80774,11.2203,6.82462,-17.2736,-9.03403,2.24106,-3.92657,-17.9313,37.3678,-7.25811,-1.97753,1.02305,-1.15492,-0.418166,8.05794,-9.86929,-8.71657,40.1209,2.24534,7.47987,1.50134,2.82626,-1.985,7.27364,-7.75271,-6.02322,0.563944,-0.139292,0.792476,0.602516,-0.400721,0.483856,0.414085,-0.585481,0.224805,0.318005,-0.572165,0.226205,-0.655982,-0.301836,-0.601902,-0.60789,-0.334862,-0.485873,-0.536261,-0.339543,-0.541693,0.783283,-0.183659,0.559157,0.486672,-0.132396,0.830083,0.41951,-0.715785,0.283213,0.240487,-0.745755,0.237496,0.242439,-0.246162,0.0540788,-0.628028,-0.526459,-0.465115,-0.466404,-0.643358,-0.395476,-0.298348,-0.0737324,-0.356089
0.06,-0.41309,-0.110981,0.150791,-0.00309798,1.42171,2.39479,-0.243369,0.301976,1.50872,2.89824,1.2755,-0.57407,-0.806431,-2.84114,-39.3484,-40.0478,1.13765,5.05188,0.840669,-1.78298,41.8667,44.1819,0.990309,-0.497851,0.511084,-0.674007,0.0908001,-0.796041,0.260995,0.56159,1.71583,0.284957,-0.564155,0.117668,-0.941573,1.15379,0.106464,0.750723,-2.02653,1.7539,272.814,0.175166,0.249656,270.418,0.18233,-1.17975,270.28,-0.233855,-1.06937,312.169,1.47429,0.489271,312.167,1.23113,0.489166,360.294,0.171197,2.62913,270.165,0.755118,-0.559765,268.453,0.460732,-1.13849,270.503,-0.439447,-1.26129,232.801,1.68295,2.62296,232.81,1.98429,2.62332,187.023,-1.59791,-1.8418,269.488,-0.737085,-0.38488,269.779,-1.29534,-0.508777,271.523,-0.126703,0.236824,0,4.05357,0.742773,-5.04266,1.71468,-13.9681,-2.95584,-6.76889,0,2.01332,-17.0228,-1.49685,0.187272,-6.31705,12.757,-4.11729,-3.53194,-7.50774,8.51056,-15.0208,-3.14432,16.399,-5.0296,-11.5158,-1.71566,-0.540945,-4.11135,9.9776,35.54,-1.5396,-0.348976,6.36564,-0.866192,-3.62411,4.02897,-8.99052,-3.35253,29.2774,9.5882,-6.03797,-3.41213,0.770799,-3.76106,3.43477,-5.94039,-3.33428,0.564114,-0.139472,0.792396,0.603012,-0.400116,0.484106,0.414464,-0.585255,0.224812,0.318446,-0.571823,0.226153,-0.655988,-0.301778,-0.601785,-0.607829,-0.334739,-0.4863,-0.535928,-0.339869,-0.542032,0.783423,-0.183724,0.559047,0.48678,-0.13227,0.830059,0.419698,-0.715672,0.283522,0.240426,-0.745755,0.237558,0.242385,-0.246109,0.0540805,-0.628165,-0.526227,-0.465187,-0.466389,-0.643399,-0.395585,-0.298291,-0.0737945,-0.356093
0.07,-0.433078,-0.136485,0.150556,0.0073225,1.40754,2.39737,-0.224778,0.238937,1.49124,2.91349,1.28344,-0.569087,-0.759204,-2.85768,-39.2683,-40.0925,1.13964,5.0076,0.842091,-1.80062,41.8073,44.2366,0.949657,-0.51629,0.503394,-0.674007,0.206497,-0.701448,0.246394,0.567628,1.61229,0.219198,-0.553983,0.139429,-0.926922,1.15885,0.121221,0.773294,-2.05171,1.74432,272.805,0.201027,0.216561,270.409,0.216981,-1.19962,270.271,-0.218857,-1.06373,312.082,1.49259,0.51959,312.08,1.26779,0.519595,360.272,0.169833,2.67925,270.043,0.728749,-0.562726,268.436,0.451727,-1.1298,270.503,-0.433954,-1.26906,232.745,1.69786,2.58926,232.762,1.93678,2.58954,187.023,-1.63471,-1.78928,269.573,-0.740131,-0.380798,269.797,-1.30576,-0.524649,271.532,-0.131672,0.24379,0,6.46163,0.0560584,-3.16632,7.91202,-30.1621,-13.3964,-8.5124,-10.0458,-2.10829,-2.69013,-4.06643,-2.5148,3.85119,7.55266,1.72098,-13.2106,-1.46627,4.04443,-19.0433,-4.19242,10.7386,4.42534,-15.173,0.616566,3.49682,0.646729,-4.72249,24.9795,9.67748,0,1.47774,-0.721827,-6.83005,3.19539,-8.04415,0,12.5302,8.49587,-0.270357,-0.682426,0.770799,-0.313421,-3.03068,-3.32259,2.04359,0.564231,-0.139715,0.792328,0.603507,-0.39951,0.484295,0.414894,-0.585014,0.224813,0.318807,-0.571509,0.226089,-0.655895,-0.301791,-0.601629,-0.607652,-0.334804,-0.486671,-0.53562,-0.340172,-0.542335,0.783603,-0.183785,0.558862,0.486909,-0.132211,0.83001,0.420367,-0.715302,0.284192,0.240493,-0.745711,0.237746,0.242444,-0.246106,0.0540188,-0.62857,-0.525782,-0.465415,-0.4664,-0.643352,-0.395778,-0.298356,-0.0737955,-0.356159
0.08,-0.446848,-0.155786,0.157602,0.0156307,1.40381,2.38125,-0.218018,0.179965,1.50062,2.91939,1.30962,-0.565765,-0.732728,-2.86421,-39.2473,-40.145,1.1403,4.97851,0.836405,-1.81008,41.7882,44.2997,0.902231,-0.553168,0.506943,-0.697599,0.370523,-0.596667,0.228142,0.571654,1.46755,0.124212,-0.558052,0.164413,-0.911295,1.17808,0.115951,0.773294,-2.06933,1.73794,272.797,0.22344,0.194448,270.409,0.247094,-1.21899,270.263,-0.202872,-1.06398,312.053,1.52777,0.553319,312.051,1.30954,0.553105,360.25,0.167786,2.72938,269.878,0.695188,-0.561542,268.41,0.438221,-1.13138,270.493,-0.430292,-1.26388,232.682,1.7102,2.55942,232.684,1.89013,2.55963,187.011,-1.67197,-1.75228,269.676,-0.760436,-0.358055,269.807,-1.33007,-0.525531,271.532,-0.136641,0.24379,0,6.34123,-5.47971,6.37955,2.93945,-23.8459,0.207428,-0.717913,-5.18662,-9.02195,-7.82784,-14.2949,-6.66154,15.2108,10.1548,0.196061,-9.05425,-1.27885,-0.881725,-19.9853,2.66353,10.5379,5.7405,-15.9608,0.643373,-4.19232,-1.59372,-11.0073,5.78794,10.4473,-1.97753,-7.84338,-2.74294,-7.52699,2.08395,-1.75754,10.3928,0.481933,1.33507,-3.15416,-3.27565,1.02773,6.3729,0.202046,4.22875,5.37787,0.564357,-0.139838,0.792273,0.603924,-0.399198,0.484165,0.415376,-0.584822,0.22481,0.319117,-0.571213,0.22597,-0.655738,-0.301958,-0.601414,-0.607455,-0.334857,-0.487026,-0.535305,-0.34041,-0.542569,0.783742,-0.183911,0.558691,0.487034,-0.132211,0.829953,0.421287,-0.71476,0.28511,0.240614,-0.745708,0.237928,0.242447,-0.246048,0.0540805,-0.629081,-0.525374,-0.465615,-0.466391,-0.643463,-0.395831,-0.298355,-0.0738562,-0.356158
0.09,-0.457508,-0.169228,0.156897,0.024643,1.38443,2.37158,-0.212103,0.125061,1.5164,2.94152,1.34017,-0.57706,-0.709473,-2.88467,-39.2646,-40.2002,1.14361,4.96158,0.82124,-1.81309,41.8215,44.3573,0.858192,-0.593734,0.504577,-0.720729,0.553588,-0.493342,0.224492,0.57568,1.29533,0.00974212,-0.562798,0.186979,-0.892737,1.19934,0.112789,0.766424,-2.0794,1.75603,272.78,0.247577,0.166996,270.409,0.27927,-1.22804,270.263,-0.181756,-1.05957,312.053,1.57246,0.585154,312.051,1.36046,0.585074,360.228,0.166422,2.77831,269.695,0.671216,-0.561542,268.402,0.420212,-1.13414,270.493,-0.430292,-1.26388,232.61,1.71791,2.54327,232.621,1.84261,2.54371,186.998,-1.70509,-1.71647,269.779,-0.777696,-0.332397,269.788,-1.35438,-0.519359,271.541,-0.139125,0.241468,0,13.2845,-9.9924,0.398722,-3.94376,-10.963,4.28683,1.0461,4.64962,0.683769,0.573306,-2.04569,-0.722336,15.0169,15.5073,-3.63803,-0.409783,-7.59594,3.89109,-21.1819,-6.56748,12.0634,8.56632,-19.2054,-2.57349,-3.07179,-11.2023,5.32612,-17.8715,14.1863,-9.53867,-16.9371,3.17604,-0.696944,2.08395,-4.12347,5.02879,-6.50609,-10.9839,6.30833,4.23104,-0.513866,5.32816,8.08182,-1.81232,-3.11917,0.564479,-0.140021,0.792211,0.60424,-0.399144,0.483807,0.415854,-0.584687,0.224682,0.319478,-0.570898,0.225905,-0.65556,-0.302266,-0.601174,-0.607153,-0.335042,-0.487273,-0.535008,-0.340659,-0.54276,0.783903,-0.183967,0.558492,0.487198,-0.132206,0.82986,0.422325,-0.71415,0.286026,0.240613,-0.745766,0.238049,0.242447,-0.246048,0.0540805,-0.629629,-0.524945,-0.465797,-0.466326,-0.64364,-0.395767,-0.298348,-0.0738546,-0.356211
