MR32CSV
Name;01_Gang_17_01
Frequency;100
Date;17-08-2016 12:27:59
"Time,s";"Lumbar Flexion,deg";"Lumbar Lateral - RT,deg";"Lumbar Axial - RT,deg";"Thoracic Flexion,deg";"Thoracic Lateral - RT,deg";"Thoracic Axial - RT,deg";"LT Ellbogen Flexion,deg";"RT Ellbogen Flexion,deg";"LT Shoulder Total Flexion,deg";"RT Shoulder Total Flexion,deg";"LT Schulter Flexion,deg";"RT Schulter Flexion,deg";"LT Schulter Abduktion,deg";"RT Schulter Abduktion,deg";"LT Shoulder Rotation - out,deg";"RT Shoulder Rotation - out,deg";"LT Wrist Extension,deg";"RT Wrist Extension,deg";"LT Wrist Radial,deg";"RT Wrist Radial,deg";"LT Hand Supination,deg";"RT Hand Supination,deg";"LT Hüfte Flexion,deg";"RT Hüfte Flexion,deg";"LT Hüfte Abduktion,deg";"RT Hüfte Abduktion,deg";"LT Hip Rotation - out,deg";"RT Hip Rotation - out,deg";"LT Knie Flexion,deg";"RT Knie Flexion,deg";"LT Knee rotation - out,deg";"RT Knee rotation - out,deg";"LT Knee abduction,deg";"RT Knee abduction,deg";"LT Sprunggelenk Dorsiflexion,deg";"RT Sprunggelenk Dorsiflexion,deg";"LT Ankle Inversion,deg";"RT Ankle Inversion,deg";"LT Ankle Abduction,deg";"RT Ankle Abduction,deg";"Upper spine course,deg";"Upper spine pitch,deg";"Upper spine roll,deg";"Lower spine course,deg";"Lower spine pitch,deg";"Lower spine roll,deg";"Becken course,deg";"Becken pitch,deg";"Becken roll,deg";"LT Upper arm course,deg";"LT Upper arm pitch,deg";"LT Upper arm roll,deg";"LT Forearm course,deg";"LT Forearm pitch,deg";"LT Forearm roll,deg";"LT Hand course,deg";"LT Hand pitch,deg";"LT Hand roll,deg";"LT Thigh course,deg";"LT Thigh pitch,deg";"LT Thigh roll,deg";"LT Shank course,deg";"LT Shank pitch,deg";"LT Shank roll,deg";"LT Foot course,deg";"LT Foot pitch,deg";"LT Foot roll,deg";"RT Upper arm course,deg";"RT Upper arm pitch,deg";"RT Upper arm roll,deg";"RT Forearm course,deg";"RT Forearm pitch,deg";"RT Forearm roll,deg";"RT Hand course,deg";"RT Hand pitch,deg";"RT Hand roll,deg";"RT Thigh course,deg";"RT Thigh pitch,deg";"RT Thigh roll,deg";"RT Shank course,deg";"RT Shank pitch,deg";"RT Shank roll,deg";"RT Foot course,deg";"RT Foot pitch,deg";"RT Foot roll,deg";"Noraxon MyoMotion.Sync,An";"Upper spine Accel Earth X,mG";"Upper spine Accel Earth Y,mG";"Upper spine Accel Earth Z,mG";"LT Upper arm Accel Earth X,mG";"LT Upper arm Accel Earth Y,mG";"LT Upper arm Accel Earth Z,mG";"LT Forearm Accel Earth X,mG";"LT Forearm Accel Earth Y,mG";"LT Forearm Accel Earth Z,mG";"LT Hand Accel Earth X,mG";"LT Hand Accel Earth Y,mG";"LT Hand Accel Earth Z,mG";"RT Upper arm Accel Earth X,mG";"RT Upper arm Accel Earth Y,mG";"RT Upper arm Accel Earth Z,mG";"RT Forearm Accel Earth X,mG";"RT Forearm Accel Earth Y,mG";"RT Forearm Accel Earth Z,mG";"RT Hand Accel Earth X,mG";"RT Hand Accel Earth Y,mG";"RT Hand Accel Earth Z,mG";"Lower spine Accel Earth X,mG";"Lower spine Accel Earth Y,mG";"Lower spine Accel Earth Z,mG";"Becken Accel Earth X,mG";"Becken Accel Earth Y,mG";"Becken Accel Earth Z,mG";"LT Thigh Accel Earth X,mG";"LT Thigh Accel Earth Y,mG";"LT Thigh Accel Earth Z,mG";"LT Shank Accel Earth X,mG";"LT Shank Accel Earth Y,mG";"LT Shank Accel Earth Z,mG";"LT Foot Accel Earth X,mG";"LT Foot Accel Earth Y,mG";"LT Foot Accel Earth Z,mG";"RT Thigh Accel Earth X,mG";"RT Thigh Accel Earth Y,mG";"RT Thigh Accel Earth Z,mG";"RT Shank Accel Earth X,mG";"RT Shank Accel Earth Y,mG";"RT Shank Accel Earth Z,mG";"RT Foot Accel Earth X,mG";"RT Foot Accel Earth Y,mG";"RT Foot Accel Earth Z,mG";"Upper spine Rot X,";"Upper spine Rot Y,";"Upper spine Rot Z,";"LT Upper arm Rot X,";"LT Upper arm Rot Y,";"LT Upper arm Rot Z,";"LT Forearm Rot X,";"LT Forearm Rot Y,";"LT Forearm Rot Z,";"LT Hand Rot X,";"LT Hand Rot Y,";"LT Hand Rot Z,";"RT Upper arm Rot X,";"RT Upper arm Rot Y,";"RT Upper arm Rot Z,";"RT Forearm Rot X,";"RT Forearm Rot Y,";"RT Forearm Rot Z,";"RT Hand Rot X,";"RT Hand Rot Y,";"RT Hand Rot Z,";"Lower spine Rot X,";"Lower spine Rot Y,";"Lower spine Rot Z,";"Becken Rot X,";"Becken Rot Y,";"Becken Rot Z,";"LT Thigh Rot X,";"LT Thigh Rot Y,";"LT Thigh Rot Z,";"LT Shank Rot X,";"LT Shank Rot Y,";"LT Shank Rot Z,";"LT Foot Rot X,";"LT Foot Rot Y,";"LT Foot Rot Z,";"RT Thigh Rot X,";"RT Thigh Rot Y,";"RT Thigh Rot Z,";"RT Shank Rot X,";"RT Shank Rot Y,";"RT Shank Rot Z,";"RT Foot Rot X,";"RT Foot Rot Y,";"RT Foot Rot Z,"
0.00;-0.0302423;0.203533;-4.63376;1.75244;-2.11031;-2.29984;0.320727;0.876264;2.71439;1.54331;2.38191;0.702792;-1.30301;-1.37461;-69.1421;-34.2575;6.12472;0.698906;-1.15899;0.951088;75.1261;52.8872;7.16266;-6.28605;0.730979;0.516407;-0.291764;-4.25784;2.71881;4.52951;4.05709;23.9271;-1.93939;2.42654;-5.73005;-0.00158349;2.0377;7.21873;-21.7016;-9.72053;260.791;-0.846492;0.0930204;263.161;0.901666;2.16933;267.788;0.693235;2.03149;329.936;1.67634;1.00429;329.951;1.99644;1.00461;344.627;-1.00719;7.10625;268.336;7.83709;2.82161;264.132;5.16951;0.501883;285.782;-0.706527;-1.78197;226.557;0.70692;1.29433;226.574;1.58381;1.29455;189.44;2.38057;-1.05559;263.286;-5.45948;1.93653;287.375;-8.93189;-4.51234;277.539;-9.56466;4.28952;0;-13.5335;9.31177;-7.28138;-9.51731;-3.23931;-14.8943;9.01866;8.18586;-14.735;10.3093;-11.9094;-17.9326;-11.0731;-6.10786;-1.25926;-14.989;8.82814;1.77692;-2.47903;6.1864;-3.76793;-2.88093;-1.47238;2.47879;-3.46142;4.9038;-3.17119;13.1689;-4.60725;-6.77662;16.678;-20.5092;-1.49556;3.52924;2.03443;-12.5148;-23.1835;-22.3323;7.65168;6.77442;-11.1011;-3.03744;0;0;0;0.568751;-0.106572;0.797703;0.535116;-0.495624;0.396377;0.46834;-0.550496;0.264414;0.378132;-0.514431;0.271804;-0.659666;-0.301479;-0.592216;-0.603735;-0.357688;-0.472258;-0.531999;-0.354991;-0.532731;0.793268;-0.158214;0.556863;0.496974;-0.119452;0.8195;0.4346;-0.705553;0.26369;0.2787;-0.721471;0.235607;0.203192;-0.284311;-0.0916166;-0.634192;-0.553011;-0.470547;-0.533536;-0.60611;-0.490565;-0.35464;-0.121713;-0.437837
0.01;-0.0379638;0.209186;-4.62026;1.77441;-2.1255;-2.30843;0.33997;0.898171;2.71439;1.533;2.39238;0.70345;-1.28387;-1.36197;-69.2169;-34.327;6.09891;0.696199;-1.15375;0.93364;75.1768;52.9434;7.16266;-6.23697;0.744179;0.516407;-0.268851;-4.39325;2.70683;4.58769;4.05109;24.0313;-1.9386;2.41075;-5.73233;0.00475048;2.07039;7.20981;-21.7346;-9.68464;260.783;-0.860502;0.0858979;263.161;0.909559;2.17672;267.78;0.693043;2.03395;330.007;1.66241;1.00717;330.012;2.0025;1.00754;344.638;-0.985367;7.08823;268.3;7.83709;2.83383;264.107;5.18368;0.514509;285.782;-0.700736;-1.79649;226.476;0.686151;1.28421;226.502;1.58381;1.2843;189.421;2.36342;-1.04794;263.146;-5.40629;1.94748;287.327;-8.93714;-4.50484;277.539;-9.56214;4.28151;0;-8.39285;-1.23851;-1.38406;-3.58768;-3.46118;-8.10251;-4.44135;0.995846;-7.35224;13.6784;-6.48638;-10.3358;-9.63618;0.0779727;-0.839506;-18.2054;4.99605;-1.1;2.44203;9.53278;0.647019;-4.55754;2.29898;3.23842;-4.57888;3.02882;0.899292;1.22186;-8.44663;-3.01183;11.062;-4.28551;3.73889;3.52924;1.31639;-1.92535;-4.22942;-21.5515;14.5949;14.8661;-18.2257;7.37663;-0.316558;-3.4162;0;0.568646;-0.106575;0.797789;0.534763;-0.495881;0.396082;0.468406;-0.550502;0.264417;0.378078;-0.514685;0.271687;-0.659333;-0.301894;-0.59213;-0.603681;-0.357753;-0.472202;-0.531826;-0.355121;-0.532742;0.793309;-0.15821;0.556787;0.496985;-0.119394;0.819519;0.434783;-0.705371;0.263873;0.278888;-0.721299;0.235733;0.203316;-0.284374;-0.0916785;-0.633695;-0.553614;-0.469992;-0.533372;-0.606315;-0.490399;-0.354569;-0.12171;-0.437825
0.02;-0.0360334;0.215547;-4.6213;1.78719;-2.13772;-2.32055;0.330348;0.903647;2.72214;1.52563;2.40365;0.701477;-1.27966;-1.3546;-69.3226;-34.4052;6.06589;0.698094;-1.14414;0.939762;75.2566;53.0137;7.14425;-6.17305;0.754905;0.497382;-0.261213;-4.58866;2.68285;4.66437;4.10635;24.1964;-1.93468;2.40424;-5.74715;0.00791747;2.0939;7.21143;-21.7952;-9.65387;260.775;-0.868613;0.0759263;263.161;0.915024;2.17819;267.78;0.700152;2.02933;330.108;1.66726;1.011;330.114;1.99846;1.01143;344.66;-0.962733;7.06121;268.3;7.82778;2.83958;264.038;5.19786;0.517666;285.782;-0.700736;-1.81828;226.388;0.670767;1.27472;226.405;1.5738;1.2749;189.402;2.35507;-1.05176;262.958;-5.32765;1.97486;287.299;-8.93714;-4.49921;277.539;-9.55458;4.28351;0;-5.2875;-0.825674;4.15219;4.73374;0.709985;10.1281;-4.62263;-5.95516;1.6779;11.3874;-14.5323;-5.3746;3.59243;2.5731;4.53858;-15.2388;2.0414;-7.8974;-3.70005;2.13552;0.15224;-4.93537;7.28442;5.67723;-0.490594;3.53362;4.11781;3.12252;5.15574;3.38831;5.44589;0.918324;-8.03861;2.35282;3.94918;-1.68468;15.3512;-6.71532;4.25093;11.2907;-17.5629;7.81055;1.58279;-5.35205;2.88849;0.568589;-0.106576;0.797856;0.534401;-0.496312;0.395597;0.468416;-0.550514;0.264484;0.378006;-0.514975;0.271618;-0.658987;-0.302392;-0.591965;-0.603562;-0.357938;-0.472143;-0.531709;-0.355185;-0.532685;0.793336;-0.158215;0.556745;0.497027;-0.11945;0.819488;0.434769;-0.705348;0.263987;0.279325;-0.721081;0.235986;0.203438;-0.284495;-0.0916782;-0.633099;-0.554419;-0.469148;-0.533256;-0.606444;-0.490283;-0.354572;-0.12165;-0.437828
0.03;-0.0218774;0.20954;-4.62545;1.78395;-2.14532;-2.32055;0.327141;0.894063;2.72817;1.52563;2.40688;0.708052;-1.28617;-1.35144;-69.4128;-34.4834;6.03587;0.702427;-1.13628;0.943435;75.34;53.0899;7.12339;-6.11483;0.748304;0.492852;-0.271906;-4.7875;2.66088;4.73047;4.20727;24.376;-1.92683;2.40889;-5.75399;0.00158349;2.11627;7.21468;-21.893;-9.62438;260.767;-0.871562;0.071083;263.153;0.908952;2.18094;267.78;0.708221;2.03765;330.189;1.67695;1.01004;330.196;2.00452;1.01046;344.66;-0.931208;7.0387;268.309;7.81314;2.84246;263.953;5.20888;0.519469;285.792;-0.698806;-1.84007;226.3;0.669997;1.26523;226.325;1.5638;1.2655;189.396;2.3432;-1.05559;262.752;-5.2548;2.00041;287.28;-8.9249;-4.50484;277.548;-9.54953;4.27551;0;5.1616;4.05192;-4.72387;1.8935;14.5547;7.95356;-11.3753;-9.24145;4.91166;4.24501;-14.5678;-2.42891;5.24073;-4.73034;1.25926;-13.3964;3.06209;-1.21282;-4.36606;-2.22358;-0.1903;1.74745;4.26216;-6.63676;0.272552;-1.58652;12.3534;0.271524;-1.86484;3.57655;-18.3799;4.28551;-2.24333;-3.72531;1.43607;3.12869;40.2578;-5.46595;10.2022;12.0434;-6.9589;10.631;-5.06493;2.39134;3.89946;0.568567;-0.106572;0.797886;0.534087;-0.496731;0.395163;0.468466;-0.550563;0.264478;0.378077;-0.515233;0.271625;-0.658745;-0.30282;-0.591723;-0.603314;-0.358241;-0.471957;-0.531603;-0.355196;-0.532702;0.793317;-0.158151;0.556793;0.497102;-0.119392;0.819449;0.434645;-0.705405;0.264046;0.279929;-0.720819;0.236407;0.203558;-0.284615;-0.0917385;-0.632442;-0.555287;-0.468304;-0.533117;-0.606486;-0.490267;-0.354512;-0.121589;-0.43789
0.04;-0.0218774;0.224381;-4.63168;1.79961;-2.16579;-2.32813;0.325538;0.884479;2.723;1.53005;2.3956;0.716598;-1.29612;-1.35197;-69.4789;-34.5334;6.02927;0.704051;-1.12799;0.949251;75.3872;53.1461;7.0964;-6.06689;0.729329;0.490134;-0.273433;-4.9212;2.6429;4.78336;4.28296;24.509;-1.90955;2.42097;-5.75741;-0.00316699;2.11799;7.2309;-21.9604;-9.61925;260.751;-0.88041;0.066667;263.153;0.916238;2.19656;267.78;0.713986;2.03888;330.24;1.68179;0.988002;330.247;2.00856;0.988066;344.671;-0.906958;7.01393;268.309;7.79318;2.82449;263.876;5.20573;0.512255;285.782;-0.702667;-1.85218;226.235;0.669228;1.26144;226.26;1.55379;1.26208;189.383;2.33704;-1.05559;262.621;-5.19582;2.01227;287.28;-8.90918;-4.52266;277.557;-9.54197;4.2715;0;0.608482;0.275225;0.150442;-0.0498288;8.96356;13.8219;3.03643;12.6472;11.8368;2.4931;-6.52182;-0.826862;6.2128;0.207927;5.16821;-6.80751;-4.22605;2.31281;-14.5782;-2.39971;-2.89255;-9.79989;10.255;0.75963;7.27715;6.74273;5.1591;2.03643;-1.31636;0.376479;-29.4418;1.83665;-0.747778;-0.980344;-2.03443;-3.61003;46.9936;1.40553;-0.566791;13.1725;-7.62165;4.12224;5.69804;5.69367;2.45522;0.568514;-0.106512;0.797958;0.533792;-0.497107;0.394987;0.46848;-0.550639;0.264546;0.37808;-0.51548;0.271626;-0.658555;-0.303183;-0.591534;-0.603012;-0.358609;-0.471715;-0.53153;-0.355248;-0.53269;0.793372;-0.158027;0.556728;0.497148;-0.119389;0.819424;0.43459;-0.705537;0.264111;0.280409;-0.720677;0.236767;0.203626;-0.284686;-0.0916805;-0.632;-0.555823;-0.467743;-0.532996;-0.606426;-0.49039;-0.354461;-0.121531;-0.437903
0.05;-0.0122256;0.224734;-4.64726;1.80177;-2.17702;-2.3251;0.323934;0.869418;2.70922;1.53815;2.38513;0.710681;-1.28655;-1.36408;-69.5097;-34.5649;5.99505;0.712446;-1.10964;0.948027;75.3908;53.1662;7.07064;-6.0589;0.695502;0.489228;-0.252047;-4.95891;2.61893;4.78336;4.30939;24.5699;-1.88757;2.43862;-5.77451;-0.0142514;2.11627;7.24469;-22.0114;-9.63464;260.743;-0.882622;0.057835;263.137;0.916238;2.19909;267.78;0.723208;2.04135;330.26;1.67634;0.977461;330.257;2.00048;0.978331;344.682;-0.884324;6.9734;268.283;7.77721;2.7907;263.834;5.21361;0.496923;285.792;-0.704597;-1.86671;226.195;0.665382;1.26839;226.212;1.53378;1.26891;189.364;2.32033;-1.0422;262.583;-5.17732;2.01684;287.299;-8.88296;-4.53673;277.566;-9.52937;4.2715;0;-0.734375;-1.19264;3.58051;3.98631;2.5737;5.45132;-8.47482;-2.11119;8.0234;-2.56048;-5.49393;2.42891;-5.79016;-6.02989;1.54784;-0.0312271;8.39837;3.18717;-12.7652;-0.836595;-4.90973;-4.84091;1.13658;5.87713;0.844913;4.32688;2.74521;7.19537;11.2987;-2.07064;-22.9748;8.57102;-0.373889;-5.48992;0.478689;-1.44401;50.5964;12.4936;-2.12547;6.20988;-6.9589;-6.07487;-11.0795;2.50521;-3.32176;0.568498;-0.106509;0.797996;0.533654;-0.497214;0.394976;0.468419;-0.550701;0.264669;0.377953;-0.51584;0.271623;-0.65843;-0.303487;-0.591409;-0.602679;-0.359019;-0.471511;-0.531346;-0.355431;-0.532689;0.793397;-0.15791;0.556745;0.497219;-0.119391;0.819379;0.43471;-0.705656;0.264171;0.280771;-0.720605;0.236885;0.203688;-0.284809;-0.0917419;-0.631896;-0.555961;-0.467574;-0.53306;-0.606185;-0.490576;-0.354457;-0.121408;-0.437959
0.06;-0.00772144;0.21908;-4.64829;1.80591;-2.179;-2.32964;0.335159;0.877633;2.69717;1.53373;2.3811;0.698848;-1.2678;-1.36566;-69.4987;-34.5638;5.95783;0.724902;-1.08563;0.950476;75.3509;53.1582;7.0645;-6.07716;0.676527;0.498288;-0.203165;-4.86634;2.60495;4.76485;4.26493;24.5298;-1.87029;2.46091;-5.78704;-0.00633397;2.12143;7.27065;-22.0169;-9.66541;260.727;-0.891471;0.0534191;263.121;0.911988;2.19635;267.771;0.723016;2.04381;330.23;1.65817;0.969795;330.237;1.99441;0.970544;344.704;-0.861691;6.93287;268.229;7.77321;2.76698;263.817;5.22306;0.494668;285.792;-0.708458;-1.87639;226.179;0.646151;1.27788;226.196;1.52377;1.27831;189.338;2.31198;-1.0422;262.668;-5.19929;2.00315;287.347;-8.87422;-4.56394;277.575;-9.51928;4.2715;0;-7.30178;-0.672772;-2.19645;17.5398;-0.399367;0;1.26896;-0.816594;3.11174;-0.875954;-7.05349;-2.27387;-8.03015;-2.59909;-6.47994;4.1532;1.21767;-0.705125;-4.40306;-15.6531;-1.1418;0.472284;0.594119;1.91906;-0.0545105;-1.58652;1.65659;-3.52981;13.6024;-6.40014;-25.0171;18.2134;6.54306;0.980344;0;-4.57271;40.8844;16.554;-5.24282;0;4.97064;-8.67839;3.16558;0.455493;-0.288849;0.568444;-0.10645;0.798068;0.533669;-0.497045;0.395231;0.468285;-0.550809;0.264723;0.377827;-0.516201;0.27162;-0.6583;-0.303667;-0.591463;-0.602464;-0.359281;-0.47135;-0.531216;-0.355548;-0.53262;0.793387;-0.157847;0.556799;0.49723;-0.119333;0.819398;0.435089;-0.705554;0.264362;0.280896;-0.720551;0.236888;0.203744;-0.284863;-0.0916786;-0.632172;-0.555569;-0.467919;-0.533124;-0.605945;-0.490884;-0.354453;-0.121284;-0.438015
0.07;0.00450417;0.219787;-4.65452;1.79637;-2.19518;-2.33015;0.311105;0.887218;2.69631;1.53152;2.38513;0.679125;-1.25785;-1.37303;-69.4415;-34.567;5.9122;0.733297;-1.04938;0.95017;75.2602;53.1301;7.05714;-6.13081;0.668276;0.516407;-0.114567;-4.69493;2.58297;4.70403;4.16282;24.3824;-1.85852;2.46463;-5.7973;0.00475048;2.13691;7.26984;-22.0059;-9.7013;260.719;-0.888521;0.0400287;263.121;0.905916;2.19888;267.771;0.72878;2.04535;330.169;1.66484;0.974586;330.165;1.97623;0.974437;344.726;-0.844716;6.89684;268.141;7.77587;2.74828;263.834;5.24511;0.495119;285.792;-0.696875;-1.88607;226.171;0.628459;1.28231;226.188;1.5152;1.28259;189.3;2.30143;-1.04029;262.836;-5.2548;1.97577;287.366;-8.86723;-4.56863;277.566;-9.50668;4.2695;0;-1.4058;3.79199;0.511502;-0.797262;-13.4897;3.9321;-6.34479;-4.36181;9.09115;-5.59263;-9.49918;7.54511;-3.42338;-3.7167;-2.125;3.24762;9.83093;-0.28205;-3.36705;1.71722;2.01718;-2.29058;-0.361638;0.79961;8.06755;-5.01197;2.93453;-7.19537;23.146;2.44711;-11.7427;4.28551;-1.6825;-2.74496;-4.78689;6.73873;26.7863;13.1183;-2.26716;-6.77442;2.98238;-4.77311;0.949674;-0.227747;1.44425;0.568452;-0.106512;0.798079;0.53402;-0.496726;0.395525;0.467997;-0.550951;0.264732;0.377638;-0.516559;0.271555;-0.658183;-0.303791;-0.591528;-0.602274;-0.359582;-0.471162;-0.531031;-0.35573;-0.532496;0.793367;-0.157782;0.556846;0.497276;-0.119329;0.819373;0.435689;-0.705293;0.26466;0.2809;-0.720501;0.236708;0.20386;-0.284854;-0.0917369;-0.63273;-0.554783;-0.468657;-0.533229;-0.605804;-0.490991;-0.354403;-0.121227;-0.437907
0.08;0.0334596;0.230741;-4.66283;1.78863;-2.20608;-2.3256;0.306294;0.898171;2.68597;1.51827;2.37627;0.665976;-1.25288;-1.36408;-69.3754;-34.5779;5.88038;0.733567;-1.01881;0.943742;75.1623;53.118;7.04365;-6.21072;0.683952;0.528185;0.00458268;-4.45496;2.58097;4.6247;4.01144;24.1644;-1.87343;2.4637;-5.81668;0.0142514;2.13347;7.25523;-21.9783;-9.70515;260.711;-0.891471;0.0351854;263.104;0.894987;2.20521;267.763;0.746265;2.03981;330.088;1.66181;0.96117;330.094;1.96815;0.961782;344.759;-0.823699;6.85631;268.017;7.78519;2.74181;263.859;5.25456;0.487003;285.792;-0.700736;-1.89334;226.147;0.608459;1.28041;226.172;1.50662;1.28088;189.268;2.28823;-1.03264;263.071;-5.3265;1.94109;287.385;-8.86549;-4.56206;277.575;-9.49155;4.26149;0;-3.44107;4.0825;-1.20353;-3.38836;-17.0396;3.12781;3.03643;3.50538;-2.71514;-4.24501;-6.98261;-1.13693;4.26866;-3.24886;-4.98457;-0.905586;-13.2691;1.35384;-4.88407;0.726517;-1.97912;-1.20432;-1.96318;1.35934;-1.68983;-8.40137;-2.22457;-12.0828;24.4623;2.82359;-5.27571;-8.41797;-6.91694;-2.35282;-2.87213;-9.62675;-3.1329;14.0553;-5.10112;-11.667;-2.31963;-4.12224;2.84902;1.7081;-2.16637;0.56843;-0.106508;0.79811;0.534276;-0.496432;0.395961;0.467674;-0.551174;0.2646;0.377466;-0.51694;0.271502;-0.658017;-0.303921;-0.591605;-0.602084;-0.359883;-0.470973;-0.530846;-0.355912;-0.532433;0.793333;-0.157666;0.556926;0.497397;-0.11939;0.819311;0.436498;-0.70483;0.265097;0.280781;-0.720571;0.236467;0.203868;-0.284927;-0.0917405;-0.633529;-0.553689;-0.469638;-0.533367;-0.605699;-0.491005;-0.354318;-0.121097;-0.438
0.09;0.0534066;0.245935;-4.67425;1.78503;-2.22358;-2.32207;0.283843;0.909124;2.68683;1.51385;2.37546;0.664004;-1.25594;-1.36039;-69.3116;-34.5942;5.85277;0.726798;-0.986933;0.935783;75.0789;53.108;7.03874;-6.26893;0.726029;0.559894;0.132898;-4.2287;2.57298;4.56918;3.83964;23.9384;-1.92055;2.44512;-5.82466;0.0395873;2.13806;7.2528;-21.9343;-9.70387;260.703;-0.895895;0.0300571;263.096;0.887094;2.21724;267.771;0.757025;2.03642;330.017;1.66847;0.951587;330.022;1.95198;0.951074;344.77;-0.80834;6.82479;267.893;7.79717;2.76338;263.91;5.27031;0.475729;285.792;-0.691084;-1.90544;226.131;0.598459;1.27599;226.148;1.50805;1.2766;189.242;2.28428;-1.0269;263.305;-5.38316;1.88907;287.394;-8.86898;-4.55925;277.584;-9.47138;4.25749;0;-0.566518;-0.657481;6.64952;-1.99315;-7.23297;1.72774;-0.0906398;-1.95186;-3.93543;-5.52525;-7.86872;4.3927;-3.59243;-0.59779;-1.54784;3.65357;-13.5556;-2.14358;-2.47903;-3.06018;-0.22836;-2.69202;-12.089;6.63676;5.94164;-8.68982;-2.2719;-30.0034;8.55633;-1.12944;6.46699;-6.58132;3.55194;6.07813;0.598361;-8.66408;-24.4366;1.24936;6.093;-9.97344;0.994128;2.1696;8.54706;-2.16359;-6.78795;0.568395;-0.106513;0.798145;0.534572;-0.496179;0.396321;0.46732;-0.551371;0.264485;0.377334;-0.517233;0.271495;-0.657895;-0.304043;-0.591605;-0.60196;-0.360065;-0.470788;-0.530722;-0.356094;-0.532309;0.793312;-0.157539;0.556973;0.497464;-0.119452;0.81926;0.43729;-0.704218;0.265646;0.280592;-0.720677;0.236095;0.203995;-0.284934;-0.0918039;-0.63426;-0.552529;-0.470675;-0.533421;-0.605691;-0.490999;-0.354273;-0.120919;-0.438019
