MR32CSV
Name;01_Gang_11_01
Frequency;100
Date;17-08-2016 11:45:20
"Time,s";"Lumbar Flexion,deg";"Lumbar Lateral - RT,deg";"Lumbar Axial - RT,deg";"Thoracic Flexion,deg";"Thoracic Lateral - RT,deg";"Thoracic Axial - RT,deg";"LT Ellbogen Flexion,deg";"RT Ellbogen Flexion,deg";"LT Shoulder Total Flexion,deg";"RT Shoulder Total Flexion,deg";"LT Schulter Flexion,deg";"RT Schulter Flexion,deg";"LT Schulter Abduktion,deg";"RT Schulter Abduktion,deg";"LT Shoulder Rotation - out,deg";"RT Shoulder Rotation - out,deg";"LT Wrist Extension,deg";"RT Wrist Extension,deg";"LT Wrist Radial,deg";"RT Wrist Radial,deg";"LT Hand Supination,deg";"RT Hand Supination,deg";"LT Hüfte Flexion,deg";"RT Hüfte Flexion,deg";"LT Hüfte Abduktion,deg";"RT Hüfte Abduktion,deg";"LT Hip Rotation - out,deg";"RT Hip Rotation - out,deg";"LT Knie Flexion,deg";"RT Knie Flexion,deg";"LT Knee rotation - out,deg";"RT Knee rotation - out,deg";"LT Knee abduction,deg";"RT Knee abduction,deg";"LT Sprunggelenk Dorsiflexion,deg";"RT Sprunggelenk Dorsiflexion,deg";"LT Ankle Inversion,deg";"RT Ankle Inversion,deg";"LT Ankle Abduction,deg";"RT Ankle Abduction,deg";"Upper spine course,deg";"Upper spine pitch,deg";"Upper spine roll,deg";"Lower spine course,deg";"Lower spine pitch,deg";"Lower spine roll,deg";"Becken course,deg";"Becken pitch,deg";"Becken roll,deg";"LT Upper arm course,deg";"LT Upper arm pitch,deg";"LT Upper arm roll,deg";"LT Forearm course,deg";"LT Forearm pitch,deg";"LT Forearm roll,deg";"LT Hand course,deg";"LT Hand pitch,deg";"LT Hand roll,deg";"LT Thigh course,deg";"LT Thigh pitch,deg";"LT Thigh roll,deg";"LT Shank course,deg";"LT Shank pitch,deg";"LT Shank roll,deg";"LT Foot course,deg";"LT Foot pitch,deg";"LT Foot roll,deg";"RT Upper arm course,deg";"RT Upper arm pitch,deg";"RT Upper arm roll,deg";"RT Forearm course,deg";"RT Forearm pitch,deg";"RT Forearm roll,deg";"RT Hand course,deg";"RT Hand pitch,deg";"RT Hand roll,deg";"RT Thigh course,deg";"RT Thigh pitch,deg";"RT Thigh roll,deg";"RT Shank course,deg";"RT Shank pitch,deg";"RT Shank roll,deg";"RT Foot course,deg";"RT Foot pitch,deg";"RT Foot roll,deg";"Noraxon MyoMotion.Sync,An";"Upper spine Accel Earth X,mG";"Upper spine Accel Earth Y,mG";"Upper spine Accel Earth Z,mG";"LT Upper arm Accel Earth X,mG";"LT Upper arm Accel Earth Y,mG";"LT Upper arm Accel Earth Z,mG";"LT Forearm Accel Earth X,mG";"LT Forearm Accel Earth Y,mG";"LT Forearm Accel Earth Z,mG";"LT Hand Accel Earth X,mG";"LT Hand Accel Earth Y,mG";"LT Hand Accel Earth Z,mG";"RT Upper arm Accel Earth X,mG";"RT Upper arm Accel Earth Y,mG";"RT Upper arm Accel Earth Z,mG";"RT Forearm Accel Earth X,mG";"RT Forearm Accel Earth Y,mG";"RT Forearm Accel Earth Z,mG";"RT Hand Accel Earth X,mG";"RT Hand Accel Earth Y,mG";"RT Hand Accel Earth Z,mG";"Lower spine Accel Earth X,mG";"Lower spine Accel Earth Y,mG";"Lower spine Accel Earth Z,mG";"Becken Accel Earth X,mG";"Becken Accel Earth Y,mG";"Becken Accel Earth Z,mG";"LT Thigh Accel Earth X,mG";"LT Thigh Accel Earth Y,mG";"LT Thigh Accel Earth Z,mG";"LT Shank Accel Earth X,mG";"LT Shank Accel Earth Y,mG";"LT Shank Accel Earth Z,mG";"LT Foot Accel Earth X,mG";"LT Foot Accel Earth Y,mG";"LT Foot Accel Earth Z,mG";"RT Thigh Accel Earth X,mG";"RT Thigh Accel Earth Y,mG";"RT Thigh Accel Earth Z,mG";"RT Shank Accel Earth X,mG";"RT Shank Accel Earth Y,mG";"RT Shank Accel Earth Z,mG";"RT Foot Accel Earth X,mG";"RT Foot Accel Earth Y,mG";"RT Foot Accel Earth Z,mG";"Upper spine Rot X,";"Upper spine Rot Y,";"Upper spine Rot Z,";"LT Upper arm Rot X,";"LT Upper arm Rot Y,";"LT Upper arm Rot Z,";"LT Forearm Rot X,";"LT Forearm Rot Y,";"LT Forearm Rot Z,";"LT Hand Rot X,";"LT Hand Rot Y,";"LT Hand Rot Z,";"RT Upper arm Rot X,";"RT Upper arm Rot Y,";"RT Upper arm Rot Z,";"RT Forearm Rot X,";"RT Forearm Rot Y,";"RT Forearm Rot Z,";"RT Hand Rot X,";"RT Hand Rot Y,";"RT Hand Rot Z,";"Lower spine Rot X,";"Lower spine Rot Y,";"Lower spine Rot Z,";"Becken Rot X,";"Becken Rot Y,";"Becken Rot Z,";"LT Thigh Rot X,";"LT Thigh Rot Y,";"LT Thigh Rot Z,";"LT Shank Rot X,";"LT Shank Rot Y,";"LT Shank Rot Z,";"LT Foot Rot X,";"LT Foot Rot Y,";"LT Foot Rot Z,";"RT Thigh Rot X,";"RT Thigh Rot Y,";"RT Thigh Rot Z,";"RT Shank Rot X,";"RT Shank Rot Y,";"RT Shank Rot Z,";"RT Foot Rot X,";"RT Foot Rot Y,";"RT Foot Rot Z,"
0.00;1.22256;0.45748;1.33;2.59774;1.22206;-0.751213;-0.302661;1.37049;3.07518;1.73203;2.38395;0.640657;-1.94519;1.60917;-45.6641;-38.2433;0.96495;0.817815;2.49017;1.55318;51.4083;44.3041;0.507506;0.890788;-0.0812298;0.494476;-0.178463;0.0500863;0.469779;1.58399;-2.98715;3.58382;0.715836;-1.21993;-2.75788;-0.701643;0.723019;0.441394;0.253381;-2.44835;270.336;-2.9515;1.03521;271.074;-0.367005;-0.225397;269.732;0.850363;-0.674412;315.994;0.252881;-1.04197;315.994;-0.0500078;-1.04204;354.588;1.9551;1.46207;269.9;1.36012;-0.751463;272.894;0.890786;0.0104825;272.638;-1.86623;-0.703885;232.061;-2.17034;0.980409;232.086;-0.800637;0.97972;186.401;0.641627;-0.425685;269.771;1.74265;-1.16743;273.389;0.155102;0.0623438;270.94;-0.544626;0.528347;0;-8.45427;1.91412;-2.49039;-16.6627;15.3492;-1.80439;-82.2824;16.7045;13.6853;-53.9131;4.11458;14.044;-44.4864;59.4428;10.2224;-2.87798;27.1234;12.4011;36.5811;3.58251;-3.59149;-10.4476;-4.5081;13.8635;4.68261;14.6924;6.16359;-18.2343;6.2826;2.90389;-17.4925;-6.55741;-7.83642;6.20295;-31.7728;2.86091;38.7676;-6.68024;-0.372424;11.8009;8.52109;-7.51312;2.33489;-4.00586;-0.379855;0.561928;-0.127511;0.79638;0.60177;-0.403581;0.483784;0.457675;-0.557413;0.261432;0.338588;-0.569867;0.24361;-0.645663;-0.264051;-0.643343;-0.589876;-0.349079;-0.477992;-0.506198;-0.359093;-0.534093;0.734117;-0.161387;0.623209;0.509982;-0.132882;0.822869;0.430377;-0.705352;0.280529;0.230115;-0.744364;0.224011;0.246357;-0.250263;0.0404694;-0.644564;-0.497157;-0.470056;-0.478246;-0.626573;-0.410614;-0.299519;-0.0714158;-0.364892
0.01;1.08454;0.491926;1.38614;2.56453;1.26025;-0.765423;-0.351898;1.39635;3.03887;1.76616;2.32403;0.598574;-1.95976;1.66189;-45.2718;-38.1401;0.89287;0.783101;2.46798;1.54209;51.1042;44.243;0.521786;0.937569;-0.0726202;0.418819;0.0166565;-0.0729829;0.411485;1.58016;-3.29574;3.64742;0.687288;-1.14937;-2.77482;-0.699576;0.68837;0.473135;0.356734;-2.40278;270.385;-2.8312;1.0826;271.149;-0.280768;-0.215404;269.748;0.798467;-0.70042;315.656;0.265079;-0.97769;315.666;-0.0864213;-0.977723;354.566;1.90607;1.42927;269.724;1.32023;-0.773185;273.024;0.912062;-0.0334632;272.667;-1.86277;-0.710264;232.222;-2.11349;0.923978;232.247;-0.716941;0.923575;186.501;0.675901;-0.492847;269.661;1.73454;-1.12152;273.344;0.153519;0.0378266;270.94;-0.544626;0.534687;0;-14.7574;7.21532;11.2743;-15.2274;-9.11699;-6.347;-83.1561;11.9616;16.5979;-46.7573;6.14104;4.36504;-29.2837;50.3988;19.9853;-17.8515;34.4996;11.8693;33.0584;4.54823;-1.70636;6.06167;-7.87129;10.5969;10.8394;11.8345;5.70815;-45.7854;-6.22651;5.46614;3.73173;-7.798;-9.87389;10.5732;-20.8306;-18.0758;49.8341;-16.3295;13.0348;8.75552;10.3957;-11.8779;-7.7231;-10.5154;-0.683739;0.562777;-0.127693;0.795639;0.60319;-0.401516;0.484896;0.457727;-0.557158;0.261916;0.33834;-0.569739;0.244096;-0.646326;-0.262583;-0.643579;-0.591092;-0.34755;-0.47866;-0.506811;-0.358241;-0.534278;0.734515;-0.161869;0.622512;0.509545;-0.133063;0.823096;0.431364;-0.70488;0.281452;0.229508;-0.744741;0.223038;0.246355;-0.250323;0.040225;-0.644282;-0.497907;-0.469462;-0.477869;-0.626741;-0.410605;-0.299575;-0.0714145;-0.364886
0.02;0.941879;0.5148;1.4403;2.5304;1.28921;-0.771237;-0.417064;1.39635;2.99896;1.78134;2.27267;0.560261;-1.9585;1.6912;-44.8838;-38.1134;0.814784;0.757536;2.46091;1.53404;50.8046;44.2192;0.552544;0.999943;-0.0291978;0.424995;0.116596;-0.0915864;0.368622;1.59354;-3.52286;3.66307;0.613272;-1.14255;-2.75788;-0.69441;0.668735;0.503884;0.4712;-2.41829;270.443;-2.71387;1.11911;271.207;-0.198495;-0.206521;269.757;0.738094;-0.716339;315.327;0.278451;-0.906167;315.337;-0.138371;-0.906152;354.534;1.85722;1.39724;269.636;1.2891;-0.747941;273.163;0.927665;-0.0782152;272.696;-1.83164;-0.73153;232.306;-2.04745;0.879871;232.331;-0.651406;0.879389;186.558;0.702745;-0.548156;269.652;1.73634;-1.14402;273.344;0.144023;0.00840591;270.931;-0.549382;0.534687;0;-17.4064;11.2499;11.3901;-33.9131;-15.6758;7.10675;-69.0031;15.0334;1.285;-52.2464;18.3086;3.13144;-33.3298;60.8939;16.0035;-21.2528;32.6556;13.2945;30.5384;6.03315;-2.43766;8.9905;-9.74609;18.0634;6.9372;8.42034;4.82764;-56.4332;-18.0064;3.24552;24.023;-1.06336;5.01531;3.10148;-9.96951;4.55145;51.0173;-15.9921;28.3508;0.380675;2.64154;-12.1641;-4.84939;-6.08033;-1.74733;0.563585;-0.12794;0.794927;0.604604;-0.399448;0.485942;0.457362;-0.557159;0.262099;0.338092;-0.569611;0.244581;-0.646886;-0.261611;-0.643529;-0.592009;-0.346453;-0.479088;-0.50724;-0.357632;-0.534342;0.7349;-0.162301;0.621857;0.50907;-0.133127;0.823363;0.43173;-0.704514;0.282123;0.228832;-0.745155;0.222057;0.246591;-0.250254;0.0399185;-0.644147;-0.497897;-0.469575;-0.47774;-0.626733;-0.410843;-0.29958;-0.0714769;-0.364831
0.03;0.824315;0.553013;1.48605;2.48741;1.30536;-0.771559;-0.488989;1.37264;2.95626;1.79903;2.22949;0.528856;-1.94318;1.71993;-44.5299;-38.1452;0.745884;0.737083;2.45795;1.51764;50.5336;44.2124;0.59209;1.04965;0.0625133;0.492932;0.0618671;-0.0214656;0.358335;1.61074;-3.56359;3.61318;0.466827;-1.19546;-2.74416;-0.687176;0.609831;0.534633;0.565663;-2.45514;270.501;-2.60099;1.15474;271.265;-0.128861;-0.185584;269.773;0.690695;-0.735172;315.038;0.286896;-0.822671;315.038;-0.201973;-0.822599;354.512;1.79017;1.37512;269.698;1.28131;-0.673969;273.267;0.934758;-0.149577;272.706;-1.81088;-0.742162;232.337;-1.9788;0.836088;232.354;-0.6064;0.835536;186.571;0.706101;-0.5847;269.735;1.73994;-1.22895;273.38;0.131362;-0.0245172;270.931;-0.556517;0.534687;0;-10.0418;13.0929;6.69895;-38.6153;-27.8953;-10.8738;-67.2849;5.94086;0.171333;-55.6687;27.5774;6.79427;-22.6939;57.5665;27.2213;-22.4603;25.2701;16.4001;26.9345;-4.47554;-0.958813;17.7479;3.10558;12.133;16.9961;6.7708;-7.83352;-53.372;-38.1444;0.768677;34.052;2.39257;16.6132;1.83269;-2.83685;6.37203;34.9396;-8.02978;12.2434;2.41094;-6.13519;-1.78884;14.189;-4.7212;-5.54588;0.564364;-0.128181;0.794236;0.605888;-0.397496;0.486798;0.456512;-0.55747;0.261858;0.337785;-0.569363;0.245068;-0.647314;-0.261001;-0.643286;-0.592516;-0.345853;-0.479225;-0.507351;-0.357318;-0.534329;0.735234;-0.162612;0.621272;0.508681;-0.133243;0.823571;0.431097;-0.704478;0.28217;0.228407;-0.745649;0.221143;0.246712;-0.250191;0.0397351;-0.644135;-0.497216;-0.47036;-0.477745;-0.626617;-0.411213;-0.299579;-0.0715376;-0.364829
0.04;0.722844;0.595801;1.54507;2.44646;1.31023;-0.776404;-0.555603;1.30656;2.92035;1.81105;2.18824;0.523203;-1.93589;1.73384;-44.2328;-38.2471;0.697478;0.716093;2.44841;1.5143;50.3133;44.2175;0.644818;1.09545;0.1677;0.59368;-0.187981;0.104466;0.361764;1.63557;-3.39448;3.49381;0.33307;-1.29162;-2.73529;-0.673743;0.583266;0.552487;0.636787;-2.47162;270.559;-2.50259;1.18663;271.332;-0.0721125;-0.157508;269.773;0.646378;-0.751091;314.796;0.296513;-0.756504;314.806;-0.259264;-0.756388;354.49;1.72186;1.353;269.953;1.29299;-0.579449;273.354;0.944687;-0.1907;272.725;-1.79185;-0.752795;232.291;-1.89309;0.795873;232.308;-0.58666;0.79567;186.533;0.703704;-0.609392;269.863;1.74355;-1.34188;273.398;0.11237;-0.0434305;270.922;-0.563652;0.532574;0;-27.9179;14.2883;12.8767;-52.4894;-26.1535;2.20008;-49.3607;14.1057;1.19933;-50.3796;41.1987;11.0265;-18.107;50.4739;37.884;-20.2465;25.2423;18.2932;31.8662;7.51808;3.33147;9.16536;8.71566;19.93;11.403;-4.64174;-4.79727;-37.2672;-49.6999;0.427043;28.1046;-14.3554;15.8296;-5.3571;-8.42951;7.67245;21.2282;-5.6006;0.46553;-0.634458;-11.5887;7.15535;-0.898035;-3.36207;-4.10243;0.565033;-0.128425;0.793622;0.606911;-0.39596;0.487458;0.455486;-0.557912;0.261315;0.337428;-0.569135;0.245502;-0.647698;-0.260764;-0.642753;-0.592642;-0.345794;-0.479107;-0.507237;-0.357324;-0.534095;0.735493;-0.162907;0.620744;0.508329;-0.133308;0.823776;0.429346;-0.704997;0.281389;0.228042;-0.745957;0.220473;0.246846;-0.250142;0.039554;-0.64421;-0.496189;-0.471468;-0.477702;-0.62664;-0.411412;-0.299578;-0.0715983;-0.364828
0.05;0.649469;0.650968;1.60099;2.39777;1.30228;-0.807085;-0.61739;1.21893;2.88802;1.83127;2.16256;0.535765;-1.91605;1.75132;-44.031;-38.358;0.652604;0.680033;2.44151;1.50838;50.1481;44.2209;0.685462;1.12274;0.221604;0.679374;-0.57703;0.238983;0.342904;1.64895;-3.06244;3.31281;0.263813;-1.37811;-2.75707;-0.659276;0.555547;0.573317;0.701244;-2.44835;270.592;-2.41868;1.21808;271.398;-0.037667;-0.11833;269.79;0.608485;-0.76813;314.632;0.300267;-0.67994;314.641;-0.317526;-0.680087;354.501;1.64796;1.3408;270.357;1.2998;-0.533656;273.423;0.970219;-0.218519;272.735;-1.79013;-0.752795;232.214;-1.80738;0.750793;232.232;-0.588239;0.750488;186.464;0.69172;-0.610379;270.011;1.73724;-1.44058;273.362;0.091795;-0.0567399;270.914;-0.568409;0.541027;0;-25.6258;24.6488;17.1431;-45.7779;-35.1617;-2.21591;-30.4027;30.4784;3.94067;-52.5353;33.0224;12.7155;-29.3438;23.4169;48.7955;-9.4591;22.6198;26.8868;32.8146;2.4818;2.84394;1.25313;14.3401;13.7274;6.6337;-17.6846;6.0725;-6.25557;-59.1238;-6.14941;36.0345;-21.1786;10.5008;-3.94733;-15.1569;9.36299;5.98566;3.30638;-15.9677;-4.82188;-7.92462;12.8081;-6.10664;-10.5154;-2.58301;0.565626;-0.128543;0.79311;0.607667;-0.394755;0.487782;0.454425;-0.558373;0.260753;0.336998;-0.568886;0.245805;-0.648012;-0.260645;-0.642152;-0.592428;-0.346265;-0.478715;-0.506931;-0.357629;-0.533788;0.735627;-0.163154;0.620326;0.508011;-0.133427;0.823939;0.426787;-0.706286;0.279804;0.227793;-0.746127;0.219858;0.246832;-0.250128;0.0394908;-0.644395;-0.495153;-0.472568;-0.47744;-0.626862;-0.411397;-0.299638;-0.0716593;-0.364767
0.06;0.588368;0.722281;1.64564;2.35341;1.26973;-0.831308;-0.647801;1.11693;2.83335;1.86035;2.13182;0.568426;-1.86807;1.77175;-43.9329;-38.4752;0.614798;0.619753;2.41356;1.50549;50.0533;44.2175;0.698644;1.13054;0.220855;0.70871;-1.02795;0.363484;0.310329;1.6394;-2.64893;3.12398;0.265927;-1.4077;-2.77805;-0.656176;0.547462;0.595138;0.726804;-2.3892;270.626;-2.3459;1.23226;271.456;-0.0101602;-0.071537;269.798;0.576114;-0.793466;314.564;0.286192;-0.606842;314.574;-0.361707;-0.606624;354.523;1.56757;1.32402;270.814;1.2852;-0.550095;273.467;0.985822;-0.238677;272.754;-1.79358;-0.763428;232.13;-1.72735;0.684308;232.147;-0.610348;0.684043;186.369;0.670149;-0.596552;270.149;1.71561;-1.49154;273.308;0.0807162;-0.0791557;270.922;-0.577922;0.541027;0;-13.2544;16.3804;11.95;-31.685;-37.2844;-10.2249;-24.593;21.3429;1.32783;-49.1574;29.7889;6.2439;-35.8135;34.0746;39.09;-8.33206;22.1565;30.5879;48.0431;9.77143;10.6932;5.44967;9.31674;12.133;-3.68539;-5.25552;7.83352;46.3178;-35.0592;-3.41634;39.533;-26.0524;-0.156728;-2.9605;-21.9653;-0.91029;-5.08085;-6.14042;-9.49682;0.888242;-8.52109;12.1641;-7.18428;-9.94313;-6.53351;0.566117;-0.128727;0.792687;0.608001;-0.394001;0.487817;0.453585;-0.558695;0.260273;0.336389;-0.568706;0.24599;-0.648238;-0.260455;-0.641585;-0.59196;-0.347009;-0.478244;-0.506483;-0.358103;-0.533461;0.735747;-0.163276;0.619959;0.507721;-0.133614;0.824085;0.423914;-0.708111;0.277848;0.227612;-0.746255;0.219433;0.246841;-0.250259;0.039309;-0.644705;-0.494363;-0.473365;-0.477023;-0.627118;-0.411344;-0.299647;-0.0717223;-0.364838
0.07;0.531359;0.791172;1.6841;2.3086;1.23103;-0.860051;-0.673868;1.02284;2.78906;1.91408;2.11898;0.596062;-1.81557;1.81913;-43.95;-38.586;0.575578;0.534984;2.3815;1.50595;50.0643;44.1818;0.688758;1.14613;0.151978;0.700604;-1.41581;0.425018;0.262322;1.6222;-2.2453;2.99875;0.330955;-1.38551;-2.77805;-0.664443;0.532447;0.63283;0.72347;-2.35236;270.65;-2.2787;1.24513;271.514;0.0113992;-0.0203032;269.823;0.542202;-0.811851;314.612;0.279858;-0.521771;314.622;-0.394237;-0.52181;354.566;1.48917;1.31716;271.227;1.24726;-0.629351;273.475;0.995751;-0.260045;272.764;-1.78494;-0.769807;232.053;-1.67312;0.600959;232.063;-0.650616;0.600656;186.249;0.643065;-0.56791;270.232;1.69939;-1.50026;273.272;0.0838816;-0.109977;270.922;-0.585057;0.547367;0;-13.6771;20.8846;2.35525;-35.4167;-50.7286;3.60877;-18.0844;22.9709;-2.57;-36.1791;39.4806;9.98265;-39.2586;24.1799;33.2514;10.6666;19.2097;28.2906;35.172;10.9241;-3.55899;10.1125;15.5136;2.64437;-3.29517;-9.93562;6.95301;103.417;-27.0376;-9.48034;29.6206;-9.30443;-3.44803;2.81952;-13.2927;-2.34075;-5.42886;-1.82188;-5.21394;1.14202;-8.43588;2.07505;0.538821;-4.00586;-3.87452;0.566567;-0.128915;0.79229;0.608009;-0.393823;0.487274;0.453029;-0.558809;0.259963;0.335776;-0.568518;0.246048;-0.648301;-0.260151;-0.641221;-0.591342;-0.347981;-0.477749;-0.505898;-0.358792;-0.533061;0.735829;-0.163402;0.61961;0.507418;-0.133798;0.824211;0.421411;-0.710064;0.276017;0.227677;-0.746329;0.219254;0.246899;-0.250256;0.0391865;-0.645001;-0.493929;-0.473725;-0.476651;-0.627234;-0.411401;-0.299701;-0.0717817;-0.364829
0.08;0.468894;0.852259;1.71726;2.27265;1.19438;-0.890087;-0.699452;0.944545;2.74636;1.97982;2.10809;0.613649;-1.76182;1.8828;-44.1035;-38.6395;0.552258;0.441604;2.35848;1.49927;50.1943;44.1036;0.682167;1.18317;0.054278;0.665092;-1.64662;0.412139;0.222888;1.61838;-1.93547;2.98407;0.427176;-1.32861;-2.7603;-0.680976;0.518587;0.662587;0.650123;-2.33975;270.667;-2.21892;1.25349;271.556;0.0346933;0.0245859;269.831;0.504309;-0.82889;314.786;0.273524;-0.442686;314.786;-0.425795;-0.442671;354.599;1.41401;1.32173;271.473;1.20737;-0.740309;273.415;0.994332;-0.279801;272.773;-1.76764;-0.778314;232.015;-1.64688;0.511447;232.025;-0.702729;0.511288;186.13;0.604476;-0.523465;270.232;1.69759;-1.48236;273.254;0.0886296;-0.148504;270.914;-0.596948;0.538914;0;-15.2647;14.6726;12.1431;-17.6742;-37.1484;-10.7313;-7.78996;22.3566;-3.74792;-28.89;42.1238;8.29357;-44.2661;24.1799;28.6379;11.0692;5.54144;14.6771;45.1166;13.7174;5.11909;9.45679;8.83016;13.3969;8.10785;-5.63913;2.21646;145.076;5.55337;5.9786;7.34684;1.06336;-1.88074;-0.281952;-13.0495;-0.780249;-7.65608;-20.783;1.76901;1.77648;-8.35067;-5.93894;-1.97568;-11.803;-9.4204;0.566978;-0.129034;0.791963;0.607585;-0.394314;0.486239;0.452544;-0.558814;0.259722;0.335233;-0.568285;0.246053;-0.648271;-0.25965;-0.641129;-0.590627;-0.348968;-0.477336;-0.505212;-0.359575;-0.53274;0.735938;-0.16346;0.619294;0.5071;-0.133916;0.824373;0.42001;-0.711533;0.274798;0.228171;-0.746285;0.219503;0.247019;-0.250193;0.039064;-0.645068;-0.493995;-0.473607;-0.476353;-0.627242;-0.41159;-0.299643;-0.0719045;-0.364833
0.09;0.406429;0.899083;1.7314;2.23216;1.15517;-0.914955;-0.712002;0.885646;2.70366;2.05568;2.1042;0.610508;-1.69902;1.96275;-44.3721;-38.6523;0.532825;0.33746;2.32626;1.50048;50.4301;43.9847;0.684364;1.24359;-0.0411764;0.631123;-1.63948;0.316259;0.186883;1.63749;-1.82315;3.02517;0.495904;-1.25691;-2.74658;-0.672709;0.494333;0.717142;0.551215;-2.3126;270.675;-2.16322;1.25657;271.597;0.0490662;0.0666198;269.856;0.457552;-0.834047;315.067;0.266487;-0.35793;315.066;-0.445701;-0.358173;354.643;1.33812;1.33318;271.491;1.16651;-0.842461;273.311;0.990077;-0.314877;272.773;-1.75899;-0.793199;232.007;-1.65388;0.418693;232.017;-0.768264;0.418599;186.004;0.566846;-0.471118;270.158;1.70931;-1.45619;273.217;0.0822989;-0.194036;270.914;-0.596948;0.547367;0;-25.1186;26.015;7.39394;-5.53599;-17.1454;-9.35431;-7.74628;24.1382;-6.51067;-22.9342;51.4895;9.1476;-38.2371;41.2672;22.3207;18.8779;15.8737;9.80601;53.2187;3.21907;5.00533;11.8319;15.5136;5.77485;11.6632;-4.23894;-4.73655;168.368;28.1034;13.58;-11.3118;27.3816;5.4855;-1.12781;-5.75476;5.3317;4.94165;-23.617;-3.25871;2.53783;-2.3007;-7.2269;-6.46585;-9.94313;-3.57064;0.567355;-0.129158;0.791672;0.606795;-0.395354;0.484716;0.452118;-0.558876;0.259417;0.334681;-0.568036;0.24599;-0.648113;-0.258989;-0.641338;-0.589883;-0.349999;-0.477021;-0.504503;-0.360446;-0.532399;0.736008;-0.163462;0.619058;0.506727;-0.133976;0.824546;0.42;-0.712126;0.274608;0.228896;-0.74626;0.219862;0.247148;-0.2502;0.0390041;-0.644888;-0.494425;-0.473183;-0.475923;-0.627362;-0.411771;-0.299705;-0.0719048;-0.364773
